,date_id,day,week,month,year,season,weekend,weekday,quarter,semester,holiday
534,29122017,29,5,12,2017,Winter,Work Day,Friday,Q4,S2,Not Holiday
536,30032015,30,6,3,2015,Spring,Work Day,Monday,Q1,S1,Not Holiday
538,27062014,27,5,6,2014,Summer,Work Day,Friday,Q2,S1,Not Holiday
544,13012017,13,3,1,2017,Winter,Work Day,Friday,Q1,S1,Not Holiday
545,16062016,16,3,6,2016,Summer,Work Day,Thursday,Q2,S1,Not Holiday
551,17102017,17,4,10,2017,Autumn,Work Day,Tuesday,Q4,S2,Not Holiday
552,12062014,12,3,6,2014,Summer,Work Day,Thursday,Q2,S1,Not Holiday
553,1072015,1,1,7,2015,Summer,Work Day,Wednesday,Q3,S2,Not Holiday
554,30012015,30,5,1,2015,Winter,Work Day,Friday,Q1,S1,Not Holiday
555,27032015,27,5,3,2015,Spring,Work Day,Friday,Q1,S1,Not Holiday
556,7042015,7,2,4,2015,Spring,Work Day,Tuesday,Q2,S1,Not Holiday
557,10122014,10,2,12,2014,Winter,Work Day,Wednesday,Q4,S2,Not Holiday
559,11052016,11,3,5,2016,Spring,Work Day,Wednesday,Q2,S1,Not Holiday
560,2042018,2,2,4,2018,Spring,Work Day,Monday,Q2,S1,Not Holiday
563,13092013,13,3,9,2013,Autumn,Work Day,Friday,Q3,S2,Not Holiday
564,20062014,20,4,6,2014,Summer,Work Day,Friday,Q2,S1,Not Holiday
565,31122014,31,5,12,2014,Winter,Work Day,Wednesday,Q4,S2,Not Holiday
567,8012015,8,2,1,2015,Winter,Work Day,Thursday,Q1,S1,Not Holiday
570,2022015,2,2,2,2015,Winter,Work Day,Monday,Q1,S1,Not Holiday
580,27042015,27,5,4,2015,Spring,Work Day,Monday,Q2,S1,Not Holiday
581,31102017,31,6,10,2017,Autumn,Work Day,Tuesday,Q4,S2,Not Holiday
