,listing_id,date_id
0,25659,13092017
1,29248,15012016
2,29396,12052016
3,29720,31082017
4,27899698,31082017
5,29915,16102018
6,40817,3072017
7,555321,3072017
8,757653,3072017
9,943517,3072017
10,1108205,3072017
11,1114715,3072017
12,1201873,3072017
13,42519,28082018
14,1491569,28082018
15,48025,20032018
16,48854,14042009
17,49366,15112016
18,50108,14012015
19,37067918,14012015
20,56906,23112015
21,65878,15122014
22,83700,6012015
23,83933,7122017
24,84599,18112014
25,85270,31102014
26,89015,23112018
27,103252,12122018
28,108058,2032017
29,18104380,2032017
30,119120,10052012
31,122998,5022016
32,125848,3092018
33,133734,22052017
34,32937088,22052017
35,134438,13122017
36,135261,21092015
37,138929,10052016
38,140080,10072014
39,404192,10072014
40,141883,19062014
41,144851,6042015
42,145101,10042015
43,147738,15052017
44,147932,16052017
45,148344,1092016
46,149589,7072016
47,150895,3102014
48,150945,28062016
49,151327,9102018
50,151909,20062017
51,18632048,20062017
52,19985004,20062017
53,21108570,20062017
54,161268,5122014
55,162349,21122017
56,162359,21122017
57,172014,20032015
58,172455,16052017
59,172638,15112017
60,174064,31052017
61,174529,21052015
62,178515,22092016
63,2561894,22092016
64,5753854,22092016
65,178524,19102018
66,186996,15012016
67,187442,20022015
68,196195,23042015
69,198480,30122017
70,201878,18122014
71,208683,22092016
72,211614,22082016
73,211616,11032016
74,212549,14032014
75,217187,9102018
76,500840,9102018
77,217281,5022015
78,218584,4042014
79,220830,6032018
80,220831,6032018
81,528892,6032018
82,744453,6032018
83,744454,6032018
84,227224,28062016
85,229846,3092018
86,231329,14092016
87,231468,11072012
88,234910,6102017
89,239018,17082018
90,4469724,17082018
91,239335,4072017
92,244494,9022010
93,250288,19112015
94,250491,4102013
95,250526,16072018
96,256917,8052015
97,257480,7092017
98,261733,11052017
99,263399,22062016
100,271430,21082009
101,272438,25072012
102,276492,11122018
103,276795,26082016
104,277126,7022017
105,41733418,7022017
106,279549,30052014
107,279804,10022015
108,281407,5062015
109,3666340,5062015
110,26921196,5062015
111,286672,19062015
112,287007,30062017
113,287874,18022015
114,291676,10072014
115,404177,10072014
116,291999,4012018
117,295749,11122014
118,297131,21092016
119,297857,17122014
120,29357199,17122014
121,299321,28082014
122,300875,11122015
123,300914,11122015
124,301264,20102016
125,303692,20102016
126,301755,5122014
127,301871,5042019
128,304025,10072014
129,403131,10072014
130,304028,10072014
131,403167,10072014
132,24465544,10072014
133,306191,27122017
134,307666,17122014
135,307683,3102018
136,30925117,3102018
137,308287,24082016
138,320603,25072012
139,321426,15042015
140,322284,30052017
141,324364,6062013
142,13680839,6062013
143,13682084,6062013
144,23531194,6062013
145,23534691,6062013
146,23560628,6062013
147,23561166,6062013
148,35215083,6062013
149,35253694,6062013
150,327945,12102018
151,333311,8082013
152,335344,7062016
153,336832,16012015
154,344035,21072017
155,347518,4072013
156,347530,4072013
157,348764,30012017
158,349459,1122014
159,364652,17032015
160,366081,14012016
161,369360,18102018
162,393699,18102018
163,393700,18102018
164,2019189,18102018
165,15450919,18102018
166,387461,15122014
167,392912,12122014
168,395874,14112018
169,397178,14052012
170,403260,19042012
171,403760,19042012
172,405399,8052015
173,540190,8052015
174,1574562,8052015
175,5671689,8052015
176,416929,22012018
177,1961961,22012018
178,417448,20092017
179,418691,19102018
180,420279,6052016
181,3292356,6052016
182,21923674,6052016
183,21923685,6052016
184,424175,6062017
185,6965046,6062017
186,424664,24032017
187,427653,16022015
188,428021,6032015
189,429865,10072015
190,436190,10072015
191,2740951,10072015
192,19485703,10072015
193,438431,30102014
194,439435,16062017
195,439888,18072018
196,444996,4082015
197,447832,15072014
198,449080,29042016
199,449923,8122016
200,450707,6052016
201,451351,18112014
202,453093,22062012
203,453233,1092015
204,453651,22062012
205,454217,2052016
206,454267,29042016
207,25077128,29042016
208,454298,22012016
209,454306,2052016
210,454328,2052016
211,456907,13022008
212,465071,11122015
213,467348,13042019
214,471483,30102014
215,472183,23012015
216,474818,8082017
217,478989,23092016
218,483897,29062016
219,484157,16042015
220,486291,30082016
221,487394,26022014
222,487633,15102014
223,488241,14082012
224,488694,26032015
225,489178,15022017
226,493274,16022015
227,495237,10072017
228,496195,31082018
229,496725,2082012
230,31709913,2082012
231,31957356,2082012
232,496935,19082015
233,497424,10082018
234,500107,2022016
235,28729322,2022016
236,505847,2062016
237,506047,3082015
238,512669,17102018
239,519119,17112015
240,521384,1032016
241,525775,8062017
242,526914,29062017
243,527835,1102018
244,528641,24092018
245,531992,22042014
246,35887427,22042014
247,535226,11122014
248,536424,17032015
249,536725,18112014
250,537107,7012013
251,538390,27052016
252,540975,28122017
253,542661,12062013
254,1735820,12062013
255,2394254,12062013
256,8078043,12062013
257,16436967,12062013
258,28729236,12062013
259,543049,4122014
260,543783,20022015
261,547234,6072018
262,2592698,6072018
263,26909142,6072018
264,28220464,6072018
265,547502,11072017
266,550074,18062013
267,553492,4082016
268,554957,21062017
269,555172,10032015
270,555230,11032015
271,557764,29012015
272,564050,28012015
273,564265,1102014
274,565581,25052012
275,568655,9092014
276,575709,15052017
277,578080,23062017
278,578827,16032016
279,579469,1022016
280,579988,11052012
281,585175,3082015
282,585285,29052015
283,593624,25062018
284,594877,13052015
285,595602,26032019
286,600565,1072014
287,604554,19102018
288,607083,15032016
289,1051719,15032016
290,607621,15032016
291,608322,30072015
292,608573,12052016
293,608769,21112019
294,41145756,21112019
295,610528,4042012
296,610771,19102018
297,612831,30082018
298,613104,4042012
299,617562,14092017
300,619755,6072017
301,622084,12062013
302,625871,27092012
303,627114,23012015
304,629165,21122015
305,632742,4042012
306,632865,30072012
307,635040,13102014
308,38121901,13102014
309,638748,4042012
310,638749,4042012
311,640801,11022015
312,641703,18092019
313,642161,12062013
314,642175,6072016
315,643201,3082015
316,643412,25052015
317,31928859,25052015
318,643914,12022015
319,643954,12022018
320,646461,13082015
321,646676,10012018
322,665039,10012018
323,672125,10012018
324,648136,5022017
325,649826,20042016
326,650820,25052019
327,654182,10042018
328,656673,12022016
329,656771,4072017
330,660530,19012015
331,662288,28122017
332,664910,26072013
333,669690,27092017
334,674051,15042015
335,675464,20052015
336,675927,19122017
337,677562,11052018
338,678817,22032017
339,678990,18102018
340,679226,26112014
341,681723,4072017
342,684995,3122014
343,686095,22042016
344,686195,3122014
345,688279,18112014
346,688656,26032015
347,693505,17032015
348,693886,5022015
349,700509,9012015
350,702766,15012018
351,702867,14122014
352,704038,9012015
353,704203,9012015
354,706077,29042015
355,706775,8062016
356,707577,18052016
357,710144,18052016
358,719913,18052016
359,748394,18052016
360,712034,19122016
361,713782,19052015
362,715030,14062016
363,715217,30062017
364,717667,24022016
365,717698,10012013
366,15506469,10012013
367,15507554,10012013
368,15507806,10012013
369,717717,10012013
370,717722,10012013
371,717728,10012013
372,717739,10012013
373,717746,10012013
374,718479,17122014
375,718511,17122014
376,720167,4112014
377,720544,27022017
378,720656,19102018
379,725244,24082017
380,725982,27052015
381,727065,5052014
382,728476,17062010
383,732985,24052016
384,736099,19122017
385,739227,28072016
386,741243,29042016
387,741631,19022015
388,742502,3062016
389,743292,6082015
390,745641,10032017
391,1048515,10032017
392,746644,24102013
393,751725,4052016
394,751806,13122016
395,754663,26102017
396,756329,8102015
397,757865,26082017
398,1338212,26082017
399,3234248,26082017
400,3536221,26082017
401,4646989,26082017
402,5371649,26082017
403,5833773,26082017
404,14037237,26082017
405,15740914,26082017
406,17518557,26082017
407,22613661,26082017
408,23180070,26082017
409,23761080,26082017
410,24928241,26082017
411,25904675,26082017
412,26814867,26082017
413,28247037,26082017
414,28341532,26082017
415,28695602,26082017
416,30318762,26082017
417,30702831,26082017
418,31302383,26082017
419,34391784,26082017
420,34613881,26082017
421,35145568,26082017
422,35673248,26082017
423,39923574,26082017
424,760499,4062017
425,760660,5022016
426,762993,5092017
427,764915,15042015
428,766765,30032016
429,768070,2082017
430,776285,30102015
431,785086,3102014
432,785650,12012015
433,785822,9012015
434,786813,6122012
435,787004,6122012
436,789789,9012015
437,790907,9012015
438,791190,9012015
439,795692,27112017
440,796929,6012017
441,797650,19012018
442,801587,9012015
443,804869,19042018
444,804957,8102013
445,805264,19042018
446,805293,11092015
447,807198,10022016
448,808192,28012013
449,911602,28012013
450,925301,28012013
451,925378,28012013
452,819462,18112014
453,18233927,18112014
454,819589,18112014
455,820798,17122014
456,826608,21122017
457,828063,19062013
458,828360,19062013
459,829448,30102014
460,834220,23082019
461,834674,12072016
462,838844,15092017
463,35343482,15092017
464,842105,12072016
465,843529,8032016
466,844711,28112013
467,846695,28112013
468,846806,28112013
469,845724,1022018
470,847288,20082015
471,849989,17062015
472,850008,8102003
473,851559,8082018
474,40244081,8082018
475,852766,3122014
476,858598,7062016
477,859059,19032015
478,862418,8052018
479,865504,6032015
480,865779,18052015
481,869312,21012015
482,39334901,21012015
483,869463,21012015
484,39330519,21012015
485,869855,16102018
486,870275,5122013
487,880865,1022018
488,882367,1012015
489,884239,18112014
490,888141,3102014
491,896034,9012015
492,896591,11022015
493,903287,20032015
494,23448450,20032015
495,36191743,20032015
496,906305,27062016
497,906831,21102014
498,907042,30102014
499,919557,2082017
500,1333791,2082017
501,920793,7012015
502,920840,7012015
503,920862,7012015
504,920876,7012015
505,920892,7012015
506,2869544,7012015
507,24604290,7012015
508,922585,13012015
509,924473,29012015
510,924662,24072018
511,925879,12072016
512,929343,29102019
513,931101,17022016
514,933814,12022010
515,935811,18092018
516,938797,12012016
517,942922,5092017
518,943151,18062015
519,943550,31122017
520,1097028,31122017
521,1103607,31122017
522,34954675,31122017
523,35720324,31122017
524,36271849,31122017
525,36329096,31122017
526,36449807,31122017
527,944662,4072015
528,944960,21012015
529,6290807,21012015
530,29124361,21012015
531,29561695,21012015
532,945673,19022014
533,945691,8052018
534,950695,29122017
535,951717,23112015
536,952748,30032015
537,952757,20032015
538,954386,27062014
539,954965,27062014
540,958325,28122017
541,960328,18122014
542,1138965,18122014
543,961554,8082013
544,964003,13012017
545,970909,16062016
546,13537442,16062016
547,13692284,16062016
548,13693512,16062016
549,19218913,16062016
550,26519326,16062016
551,976954,17102017
552,980131,12062014
553,981823,1072015
554,984260,30012015
555,985087,27032015
556,987973,7042015
557,991370,10122014
558,41591699,10122014
559,1006307,11052016
560,1006534,2042018
561,1012808,11122015
562,1013904,15122014
563,1015159,13092013
564,1015672,20062014
565,1015979,31122014
566,1016061,1072014
567,1018094,8012015
568,1036380,16012015
569,1038192,29062017
570,1039363,2022015
571,1048426,23012015
572,1049659,8102013
573,1050645,7092017
574,1052466,27032015
575,1056297,9012015
576,1073166,9012015
577,1090171,9012015
578,1106913,9012015
579,1056544,8012015
580,1069495,27042015
581,1071344,31102017
582,1075655,16062014
583,1085634,10102018
584,1090014,19092014
585,1091821,12012016
586,1092702,29062018
587,1251223,29062018
588,15300463,29062018
589,15420354,29062018
590,26725629,29062018
591,31347665,29062018
592,31348798,29062018
593,32040414,29062018
594,1093747,22082017
595,1095757,30052017
596,1098546,27022015
597,1098683,14062013
598,1100597,18102018
599,1100687,29122014
600,1106207,17052013
601,1106215,1062018
602,1109704,3022015
603,1110107,21012015
604,39333576,21012015
605,1112596,7102016
606,1113013,20122017
607,7233556,20122017
608,1113142,1062017
609,1114059,8112016
610,1114716,5052017
611,1116885,27062017
612,1116968,3022015
613,1117012,31052017
614,9084125,31052017
615,1120763,27042018
616,1124000,7042014
617,1126009,9122015
