,ID,Property
3977,12931609,20
3978,12937565,13
3979,12939283,9
3980,12941777,39
3981,12943522,10
3982,12947938,23
3983,12948623,23
3984,12950423,51
3985,12951815,10
3986,12951864,218
3987,12953131,10
3988,12953140,40
3989,12954162,7
3990,12961350,1
3991,12964434,26
3992,12966379,6
3993,12969202,291
3994,13017038,243
3995,13030518,188
3996,13424170,188
3997,13424449,188
3998,13427226,188
3999,13439125,188
4000,12971037,352
4001,12971142,9
4002,12971654,2
4003,12977538,1
4004,12977561,54
4005,12978728,4
4006,12978864,447
4007,12987434,32
4008,12988004,96
4009,12988479,2
4010,40854691,49
4011,40859786,62
4012,40887082,2
4013,12995183,1
4014,12997308,49
4015,12999312,26
4016,13003421,2
4017,13004198,96
4018,13004536,6
4019,13005054,6
4020,13010122,15
4021,13011069,225
4022,13011133,40
4023,13014349,10
4024,30857929,10
4025,13018388,26
4026,13018572,26
4027,13018679,37
4028,13019062,37
4029,13025365,36
4030,13027755,40
4031,13029465,2
4032,13030048,15
4033,13031499,448
4034,14116260,263
4035,13034177,79
4036,27981809,30
4037,13040692,36
4038,13043439,1
4039,13044196,6
4040,13046622,2
4041,13049764,33
4042,13049841,15
4043,13050289,54
4044,13055012,6
4045,13056508,4
4046,13060521,39
4047,13062193,428
4048,13063029,23
4049,13064362,151
4050,13071267,2
4051,13073450,2
4052,13074755,40
4053,13075085,32
4054,13076986,36
4055,13078822,2
4056,13085524,2
4057,13088958,51
4058,13093290,7
4059,13098154,10
4060,13104878,132
4061,13111524,40
4062,13113739,10
4063,13114142,26
4064,13120213,116
4065,21040388,42
4066,13120752,1
4067,13120919,7
4068,13122290,284
4069,13122352,40
4070,13123511,6
4071,13126144,449
4072,13128200,40
4073,13134143,1
4074,13137736,18
4075,13140404,172
4076,13140694,179
4077,13144756,1
4078,13145999,193
4079,13148403,90
4080,13151917,1
4081,13154554,36
4082,13161216,450
4083,34332310,126
4084,13161342,96
4085,13165105,10
4086,13165799,451
4087,13166703,452
4088,13167862,452
4089,13168132,453
4090,13489315,453
4091,13171820,454
4092,31938897,49
4093,13171830,2
4094,31938890,61
4095,13173081,40
4096,13185683,27
4097,13188488,2
4098,13196357,61
4099,13204462,6
4100,13207309,36
4101,13213083,185
4102,13220978,23
4103,13221301,31
4104,13223471,7
4105,13230933,10
4106,13232016,6
4107,13236855,23
4108,13238392,36
4109,13242635,9
4110,13245390,23
4111,13245875,6
4112,13246881,99
4113,13446753,99
4114,13447422,85
4115,13447688,99
4116,13247678,144
4117,13247960,23
4118,40996776,2
4119,13249742,15
4120,13261542,84
4121,13609430,84
4122,13845331,84
4123,13880745,84
4124,16752083,84
4125,20693788,23
4126,13262356,2
4127,13263455,2
4128,13263503,1
4129,13264298,303
4130,13269269,55
4131,13272862,96
4132,13275397,1
4133,13275764,218
4134,13281245,13
4135,13292214,6
4136,13293912,195
4137,13295838,15
4138,15359058,17
4139,13297507,49
4140,13299134,27
4141,13305919,6
4142,13306097,36
4143,13307141,40
4144,13321540,455
4145,13325238,1
4146,13325770,1
4147,13325590,2
4148,14549638,208
4149,13326516,217
4150,13326850,139
4151,13331998,112
4152,14074497,231
4153,14291934,13
4154,33366716,231
4155,34356722,84
4156,34357829,84
4157,34358057,84
4158,13336269,7
4159,13337121,40
4160,13340005,139
4161,13342103,2
4162,13342323,8
4163,13347187,2
4164,13352668,456
4165,13353429,40
4166,13358234,457
4167,13359230,6
4168,13366692,132
4169,13369106,2
4170,13374979,132
4171,14271555,19
4172,19160420,19
4173,13375238,6
4174,13375750,2
4175,29891832,6
4176,13380841,40
4177,13383087,87
4178,13384666,27
4179,13386008,2
4180,13388066,1
4181,13388392,54
4182,13390575,23
4183,13392033,6
4184,13395502,26
4185,13401806,11
4186,13403420,92
4187,13409952,39
4188,13410594,2
4189,13414452,20
4190,13653643,20
4191,16253924,162
4192,13423129,228
4193,18696793,458
4194,13430034,6
4195,13433350,2
4196,13433549,40
4197,13434609,26
4198,13442368,40
4199,13444957,199
4200,13445253,27
4201,13445950,23
4202,13459861,23
4203,13462089,2
4204,13464873,1
4205,13467850,40
4206,13468063,49
4207,13470535,303
4208,13471466,49
4209,13471770,40
4210,13474776,52
4211,13474903,222
4212,38767397,126
4213,13478600,10
4214,13482830,40
4215,13487910,26
4216,13490733,2
4217,13493476,200
4218,13494499,40
4219,13750507,459
4220,13495059,295
4221,13501164,27
4222,13502389,460
4223,13504593,461
4224,13505452,7
4225,13509370,54
4226,13511330,26
4227,13519233,2
4228,13524709,32
4229,13525805,40
4230,13531431,462
4231,13548090,7
4232,13548922,462
4233,13554942,36
4234,13561190,9
4235,13561843,463
4236,13562062,40
4237,13562980,40
4238,13570966,51
4239,13571928,83
4240,13573579,6
4241,13573996,5
4242,13575831,33
4243,13580009,7
4244,13580313,26
4245,13582804,40
4246,13584564,23
4247,13586077,460
4248,13590225,40
4249,13597220,40
4250,13597431,2
4251,33900964,10
4252,13597640,22
4253,13603050,23
4254,13604140,49
4255,13610503,2
4256,13615462,30
4257,13615715,6
4258,13616710,1
4259,13616712,61
4260,13620723,7
4261,13622665,40
4262,13631147,407
4263,13634626,9
4264,13635560,22
4265,13637831,132
4266,13637904,40
4267,13639151,22
4268,13639990,142
4269,13913468,142
4270,14102154,20
4271,14329072,20
4272,14329516,20
4273,13640377,2
4274,13640930,96
4275,13646831,27
4276,13655783,23
4277,13656100,15
4278,13663403,54
4279,13664137,33
4280,34830578,366
4281,13666751,27
4282,13667761,13
4283,13668424,125
4284,13669277,1
4285,39685963,2
4286,13671684,11
4287,13675265,36
4288,13681430,9
4289,13682716,13
4290,13683931,6
4291,13684246,464
4292,13687689,6
4293,13703972,4
4294,13704185,10
4295,13704271,135
4296,13707521,10
4297,13708201,6
4298,13708331,394
4299,13709193,2
4300,13710817,73
4301,13972879,465
4302,13974435,466
4303,13977615,465
4304,14336063,48
4305,15061254,466
4306,15119745,465
4307,24830580,73
4308,13711086,26
4309,13931096,6
4310,28513530,40
4311,13713045,25
4312,13713470,61
4313,13722555,33
4314,13724896,26
4315,13744951,136
4316,16120324,2
4317,13726810,101
4318,13731915,394
4319,13735868,6
4320,13736868,6
4321,13739210,40
4322,13739291,6
4323,13747560,98
4324,13747890,22
4325,13748155,26
4326,13750139,1
4327,13750554,26
4328,13751821,37
4329,13754917,1
4330,13760851,2
4331,13778141,6
4332,13780376,180
4333,13780459,54
4334,13786788,295
4335,13788450,7
4336,20539466,2
4337,20548726,30
4338,13792588,67
4339,13793793,168
4340,13797601,19
4341,13797773,52
4342,13800835,10
4343,13800866,2
4344,13805527,40
4345,13814376,6
4346,16985303,136
4347,40008498,2
4348,13814401,31
4349,13818246,13
4350,13822046,27
4351,13823207,6
4352,13824124,141
4353,13824704,2
4354,13825138,310
4355,13827568,6
4356,13833184,3
4357,13834097,15
4358,13835405,15
4359,13835049,10
4360,13836158,6
4361,13839064,10
4362,13839713,2
4363,13840423,1
4364,13845412,467
4365,13852418,84
4366,13955626,84
4367,13854180,73
4368,13854591,33
4369,13858136,128
4370,13860837,468
4371,14123348,87
4372,15203443,40
4373,13860976,2
4374,13864327,33
4375,13864641,23
4376,13870006,96
4377,14646347,96
4378,13871059,6
4379,13873166,2
4380,13889683,39
4381,14131833,1
4382,13890508,49
4383,13891764,207
4384,13895981,7
4385,18926534,27
4386,13897775,61
4387,13898356,207
4388,14107423,207
4389,13898994,132
4390,13899042,4
4391,13899282,337
4392,13904125,19
4393,35453874,19
4394,13908455,40
4395,13917617,51
4396,13922217,2
4397,13922847,2
4398,13923265,7
4399,13923325,2
4400,13925104,2
4401,13925372,469
4402,13925976,26
4403,13926639,10
4404,13927463,55
4405,13932294,96
4406,13934108,7
4407,36672885,8
4408,13946748,15
4409,13949614,167
4410,13951007,26
4411,13951446,40
4412,13952724,67
4413,13953444,96
4414,13959574,7
4415,13985908,10
4416,13988350,1
4417,13991340,470
4418,13996742,132
4419,13997558,471
4420,14000721,231
4421,14000935,11
4422,20547164,189
4423,14002960,101
4424,14007028,33
4425,14012219,2
4426,14018416,9
4427,14019835,15
4428,14020897,184
4429,14022365,23
4430,14023601,18
4431,14026624,2
4432,14029106,2
4433,14033986,27
4434,14036920,1
4435,14037866,10
4436,14038351,1
4437,14053225,98
4438,14054508,99
4439,14590095,99
4440,16774626,85
4441,16821824,42
4442,14055303,1
4443,14065153,4
4444,14067583,40
4445,14072055,4
4446,14079558,6
4447,14082272,2
4448,14084545,27
4449,14085544,10
4450,14086166,2
4451,14091958,2
4452,14099690,472
4453,14100732,7
4454,14110345,15
4455,14116094,40
4456,14117088,26
4457,14117573,1
4458,14119621,290
4459,14119685,16
4460,14119769,473
4461,14119827,473
4462,14120537,9
4463,14120804,15
4464,14120928,394
4465,14123052,54
4466,14123059,410
4467,14126551,111
4468,14138093,101
4469,14139268,49
4470,14140780,9
4471,14141159,473
4472,16612699,474
4473,19188447,224
4474,14141365,15
4475,14148571,49
4476,14149914,6
4477,14150349,2
4478,14151463,40
4479,14152508,54
4480,14158238,218
4481,14160873,70
4482,14166774,6
4483,14184327,218
4484,14184737,6
4485,14185109,61
4486,14191135,27
4487,14191661,55
4488,14193877,286
4489,14199211,36
4490,14208768,134
4491,14209934,10
4492,14211310,27
4493,14213115,9
4494,14215214,34
4495,14215618,2
4496,14220855,40
4497,14226475,27
4498,14226815,6
4499,14231525,2
4500,14237195,1
4501,14246253,44
4502,14246745,23
4503,14251235,20
4504,14259111,22
4505,14261595,27
4506,14262403,37
4507,14262527,7
4508,14263080,10
4509,14263125,2
4510,14263355,10
4511,14264290,1
4512,14266163,6
4513,14277275,27
4514,22450303,10
4515,14281137,10
4516,14288823,9
4517,14289077,1
4518,14291152,22
4519,14294453,27
4520,14295354,184
4521,14298388,6
4522,14298670,394
4523,14299194,40
4524,14300128,175
4525,14426375,475
4526,14449298,310
4527,14300462,377
4528,14301824,11
4529,14310578,7
4530,14316948,1
4531,14322987,10
4532,14330606,26
4533,14330717,69
4534,23988219,102
4535,14346258,40
4536,14347395,54
4537,14353455,37
4538,14357138,2
4539,14365084,48
4540,14366069,6
4541,14368074,36
4542,14373700,199
4543,14377759,7
4544,14380126,144
4545,14388260,1
4546,14388717,49
4547,14393431,2
4548,14395768,55
4549,14397614,1
4550,14399074,7
4551,14404574,1
4552,14406350,6
4553,24285915,15
4554,14418304,27
4555,14421630,7
4556,14426380,10
4557,14436073,6
4558,14436470,1
4559,14437047,36
4560,14437993,9
4561,14438699,7
4562,14441468,4
4563,14441871,20
4564,14446139,20
4565,15064174,20
4566,14449530,394
4567,14450717,40
4568,14450827,33
4569,14460205,49
4570,14461391,38
4571,14477126,1
4572,14477280,23
4573,14479877,40
4574,14480640,10
4575,14482078,10
4576,14482133,20
4577,14483476,27
4578,14484056,2
4579,14487803,142
4580,14493601,161
4581,14498848,142
4582,14734470,432
4583,14736413,476
4584,14488090,7
4585,14488797,477
4586,14493134,7
4587,14643524,6
4588,16286285,180
4589,14498334,6
4590,14499131,6
4591,14500757,26
4592,17492310,6
4593,14502972,1
4594,14509516,4
4595,14509748,1
4596,14516694,1
4597,14525293,1
4598,27426343,7
4599,29872416,1
4600,40386321,1
4601,14526438,78
4602,14528989,10
4603,14530497,478
4604,14531035,2
4605,26143136,1
4606,14531678,10
4607,14532483,40
4608,14532764,40
4609,14535577,10
4610,14535920,2
4611,14549957,2
4612,14560828,52
4613,14561016,33
4614,14562096,7
4615,14564531,38
4616,14569315,6
4617,14571262,1
4618,14585413,27
4619,14586575,1
4620,14590215,10
4621,14590250,33
4622,14591881,98
4623,14599118,7
4624,14600547,20
4625,14703910,34
4626,14601126,32
4627,14602892,37
4628,14607188,2
4629,14611117,26
4630,14618671,4
4631,14619150,265
4632,14620110,40
4633,14624942,10
4634,14626740,180
4635,14634253,15
4636,14645304,1
4637,14646422,2
4638,14646772,6
4639,14648710,271
4640,14669220,23
4641,14669766,15
4642,14669821,32
4643,14676239,9
4644,14679492,6
4645,14685442,65
4646,14687221,174
4647,14690040,2
4648,14691594,11
4649,14692202,55
4650,14693205,6
4651,14693290,228
4652,14712723,263
4653,14713466,479
4654,14713779,479
4655,14702856,1
4656,14704978,2
4657,14709020,7
4658,14709289,2
4659,14709722,2
4660,14713252,1
4661,14713956,22
4662,14716767,27
4663,29842989,27
4664,14728354,112
4665,14738415,139
4666,14743905,33
4667,14744280,32
4668,14746291,33
4669,14750674,49
4670,14752940,23
4671,14879792,55
4672,14922449,13
4673,14754501,1
4674,14756962,40
4675,14757119,40
4676,14768976,26
4677,32935948,26
4678,14772460,480
4679,14784732,481
4680,14786984,480
4681,14787232,482
4682,14802612,483
4683,32653596,123
4684,14781724,20
4685,14784005,7
4686,14784385,40
4687,14785630,6
4688,14787048,23
4689,14792862,22
4690,14796340,10
4691,14800757,142
4692,14801814,10
4693,14805396,80
4694,14814427,2
4695,14817188,83
4696,14817817,32
4697,14819678,40
4698,14820001,40
4699,14824393,6
4700,14834129,4
4701,15035043,6
4702,14837644,186
4703,14838163,96
4704,14840455,33
4705,14841398,6
4706,14854589,10
4707,14855919,9
4708,14867529,6
4709,31173676,15
4710,14871459,484
4711,18308183,180
4712,19108613,85
4713,30812631,99
4714,14872629,103
4715,14876035,16
4716,14881126,51
4717,14887009,263
4718,24718295,263
4719,24718584,263
4720,14890631,96
4721,14893514,229
4722,28105528,20
4723,28106370,142
4724,14895436,9
4725,14895811,147
4726,14898331,6
4727,14922477,32
4728,14939928,39
4729,14940761,109
4730,14941793,38
4731,14946082,38
4732,14949225,207
4733,14950008,394
4734,14961949,307
4735,14962028,39
4736,14963430,67
4737,14963437,19
4738,15161871,30
4739,14963653,485
4740,14970408,6
4741,14975356,10
4742,14978467,4
4743,14985598,2
4744,14986378,20
4745,14986403,146
4746,14992726,1
4747,14993653,4
4748,35383365,13
4749,14994255,55
4750,15005500,473
4751,15006427,473
4752,15006723,113
4753,15006863,486
4754,15012332,36
4755,15024976,40
4756,15025165,33
4757,15032598,30
4758,16182608,30
4759,16350854,30
4760,16351089,30
4761,15034147,2
4762,15034380,6
4763,15035469,1
4764,15036668,98
4765,15045225,6
4766,15048257,487
4767,15048411,488
4768,23051174,142
4769,23072681,142
4770,23072930,142
4771,23073155,34
4772,23482919,3
4773,33736218,489
4774,15061403,2
4775,36906208,6
4776,15063458,61
4777,15063818,111
4778,15064818,40
4779,15065110,36
4780,15068587,96
4781,15072663,7
4782,15084911,2
4783,15085027,369
4784,15091836,6
4785,15094800,2
4786,15096607,70
4787,18058240,490
4788,18252382,171
4789,21544597,48
4790,15097890,10
4791,15104029,7
4792,15105089,36
4793,15109013,6
4794,15112408,15
4795,15121187,2
4796,15124949,491
4797,15129885,2
4798,30715155,2
4799,15139309,13
4800,15143620,13
4801,15144002,46
4802,15144094,129
4803,15147506,2
4804,15152603,38
4805,15157508,142
4806,15174381,6
4807,15185743,36
4808,15185891,199
4809,15186074,7
4810,15186129,2
4811,15191364,2
4812,15193633,7
4813,15194618,6
4814,15199838,111
4815,15532193,3
4816,20023457,3
4817,15199957,15
4818,15204677,6
4819,15216693,492
4820,15217175,171
4821,15219077,40
4822,20783333,40
4823,15219802,101
4824,15220073,20
4825,34239348,20
4826,15230940,61
4827,15231807,26
4828,15234921,90
4829,15235379,10
4830,15237282,40
4831,15245402,352
4832,15252674,7
4833,15255898,6
4834,24937694,114
4835,15264596,211
4836,15266096,1
4837,41370118,1
4838,15272147,90
4839,15272166,493
4840,15277553,6
4841,15285334,21
4842,15493408,21
4843,35347804,494
4844,35802907,483
4845,35991632,483
4846,35993228,495
4847,15294997,496
4848,15296813,42
4849,15297413,7
4850,20509176,7
4851,22925554,7
4852,15304153,15
4853,15308574,7
4854,15309672,225
4855,15313653,10
4856,15319503,2
4857,15322964,2
4858,15326651,1
4859,15331277,2
4860,15333063,6
4861,15335253,1
4862,15335698,1
4863,15341119,33
4864,15348177,27
4865,15348563,2
4866,15349454,15
4867,15350535,144
4868,15350717,39
4869,15351872,39
4870,15351921,113
4871,15355591,6
4872,15356072,10
4873,19784643,137
4874,15357598,92
4875,15372726,10
4876,15375361,46
4877,15375396,25
4878,15375403,92
4879,15387295,9
4880,15388282,27
4881,17731083,132
4882,22630903,27
4883,22630904,265
4884,22630905,307
4885,22630906,132
4886,22631885,9
4887,22744339,132
4888,22744340,307
4889,22745349,27
4890,15389460,2
4891,15390798,2
4892,15391173,6
4893,15391989,27
4894,15392210,7
4895,15392518,2
4896,15392604,126
4897,15392607,116
4898,15392959,87
4899,15400719,147
4900,15400720,25
4901,15400722,48
4902,15403506,2
4903,15405492,497
4904,15410744,6
4905,15415608,1
4906,15415839,36
4907,15417090,6
4908,15417322,6
4909,15418921,27
4910,15419152,1
4911,15420948,22
4912,15422862,132
4913,15423700,2
4914,15432861,2
4915,15433204,2
4916,26144659,2
4917,15441050,98
4918,15441563,1
4919,15456700,48
4920,15457086,15
4921,15457148,15
4922,15457271,15
4923,15457314,1
4924,15457393,1
4925,15457550,9
4926,15459094,6
4927,15461172,48
4928,38449475,48
4929,15462600,96
4930,15462929,15
4931,15463071,40
4932,15463084,33
4933,15463247,2
4934,15464438,49
4935,15475536,26
4936,15476415,10
4937,15478024,2
4938,15479381,27
4939,15480613,36
4940,15486799,2
4941,15487183,2
4942,15489405,103
4943,15489703,477
4944,15491623,139
4945,16343425,139
4946,16344405,22
4947,16345013,139
4948,16345548,139
4949,16345673,139
4950,15492178,132
4951,15494176,489
4952,15494437,498
4953,33736808,489
4954,33737832,489
4955,15496798,36
4956,15497513,2
4957,15506961,32
4958,19677687,499
4959,21708413,500
4960,15507185,27
4961,15508632,263
4962,15799405,263
4963,15526339,20
4964,18589969,22
4965,15527427,501
4966,15535282,15
4967,15535965,49
4968,15539759,1
4969,15540086,36
4970,15541503,2
4971,15542375,10
4972,15543186,13
4973,15543276,9
4974,15544084,27
4975,15544589,33
4976,15550101,502
4977,15550313,502
4978,15629885,502
4979,24101222,227
4980,15550509,55
4981,15556800,49
4982,15556920,1
4983,15557413,7
4984,15558032,22
4985,15559712,7
4986,15561591,49
4987,15561993,33
4988,15574838,2
4989,15575409,2
4990,15576943,9
4991,15577228,33
4992,15577391,15
4993,15578535,23
4994,15579013,1
4995,15579368,1
4996,15593681,52
4997,15598229,40
4998,37521478,40
4999,15598286,20
5000,15598426,36
5001,15643056,276
5002,15644079,84
5003,15600558,75
5004,15600733,4
5005,15606519,92
5006,15608806,479
5007,16153459,479
5008,16153790,479
5009,16154097,479
5010,16155123,263
5011,16156270,263
5012,16157688,479
5013,16159031,479
5014,16159430,479
5015,15609182,4
5016,15610481,40
5017,15618889,71
5018,16144884,34
5019,23177233,64
5020,23356966,51
5021,15628437,503
5022,15633496,6
5023,15639061,6
5024,15643455,48
5025,15646169,377
5026,15653729,39
5027,15654815,189
5028,17215654,504
5029,19156607,20
5030,34401988,252
5031,37407872,20
5032,15658124,31
5033,31948104,30
5034,15663082,96
5035,30974622,96
5036,15672648,14
5037,15672650,505
5038,15673717,27
5039,15674180,4
5040,15674441,10
5041,15678073,20
5042,36224996,5
5043,15696528,25
5044,15696667,61
5045,15699029,1
5046,15699205,54
5047,15699318,53
5048,15701133,2
5049,15703226,54
5050,15712248,22
5051,15712919,13
5052,15713440,6
5053,15713716,7
5054,15714832,15
5055,15715074,15
5056,15716718,27
5057,15717987,2
5058,15724374,23
5059,15724418,15
5060,15724479,27
5061,15724690,132
5062,15724705,54
5063,15724861,7
5064,15725379,40
5065,15728461,2
5066,15729487,2
5067,15736966,6
5068,15745125,1
5069,15749342,6
5070,15762808,10
5071,15766234,96
5072,39431006,96
5073,15769127,1
5074,15774252,506
5075,15774504,47
5076,15778111,290
5077,15779662,40
5078,15783998,22
5079,15787621,2
5080,15790170,10
5081,15795312,10
5082,15798361,507
5083,15800038,235
5084,15801083,30
5085,15804235,89
5086,15810467,49
5087,15811299,2
5088,15812915,49
5089,15815109,9
5090,15819866,2
5091,15825974,4
5092,15828245,10
5093,15830684,39
5094,15834030,508
5095,15838905,1
5096,15841007,33
5097,15842176,25
5098,15843190,40
5099,15845758,509
5100,41583062,54
5101,15851990,40
5102,15854729,1
5103,15867269,40
5104,15867977,218
5105,15869855,6
5106,15872699,6
5107,15876871,101
5108,15878041,1
5109,15878491,132
5110,15879113,28
5111,15883078,1
5112,15895397,2
5113,15895561,27
5114,15895738,7
5115,15896007,7
5116,15896014,7
5117,15896260,7
5118,15896275,2
5119,15896404,398
5120,15896707,1
5121,15897297,7
5122,15897994,27
5123,15899518,40
5124,15900662,171
5125,15906992,1
5126,15908180,2
5127,15908274,6
5128,15908280,7
5129,15908388,1
5130,15908477,2
5131,15908573,27
5132,15910287,1
5133,15910504,7
5134,15910786,1
5135,15911278,1
5136,15911550,54
5137,15914728,2
5138,15921030,22
5139,15922594,2
5140,15922681,352
5141,15925403,16
5142,15926556,6
5143,15926750,10
5144,15929269,30
5145,15929462,73
5146,18023003,237
5147,15935800,1
5148,15938543,180
5149,15949063,9
5150,15949834,6
5151,38971896,10
5152,15950291,32
5153,15951264,40
5154,15952377,2
5155,15962006,32
5156,15970737,1
5157,15972257,1
5158,15976649,6
5159,15978124,6
5160,15979790,22
5161,15986682,7
5162,15994151,6
5163,15995054,1
5164,15995256,49
5165,16010129,26
5166,16014290,7
5167,16014822,6
5168,32961784,15
5169,16021223,1
5170,16023018,510
5171,16024432,2
5172,16025951,10
5173,16028980,6
5174,16036162,1
5175,16040788,6
5176,16040811,2
5177,16040880,15
5178,16046057,1
5179,16047378,23
5180,16051796,33
5181,16061393,407
5182,16063425,18
5183,16064064,27
5184,16068841,7
5185,16070753,54
5186,16078257,7
5187,16080027,20
5188,16080368,20
5189,16080609,20
5190,16080777,142
5191,16080972,64
5192,40227188,142
5193,16082783,78
5194,16083430,22
5195,16093496,40
5196,16096313,2
5197,16097315,443
5198,16098141,144
5199,16098397,22
5200,16100973,2
5201,16106088,344
5202,16109089,48
5203,16109822,48
5204,16112908,394
5205,16113260,511
5206,18159733,175
5207,16116517,10
5208,16117281,512
5209,16117908,1
5210,16123141,2
5211,16133382,10
5212,16146367,2
5213,16147306,229
5214,16152526,2
5215,16152858,1
5216,16154693,1
5217,16162282,111
5218,16172988,15
5219,16183344,7
5220,16184310,96
5221,16187715,2
5222,16189090,6
5223,16190029,19
5224,16196810,54
5225,16199856,10
5226,16200692,40
5227,16206620,27
5228,16212752,36
5229,16215086,26
5230,16215618,10
5231,16225194,40
5232,16225933,40
5233,16218895,220
5234,16228038,10
5235,16239540,4
5236,16240796,50
5237,16241568,6
5238,16254204,33
5239,16256428,1
5240,16264477,32
5241,16265003,27
5242,16266066,26
5243,16268168,6
5244,16268543,7
5245,16283000,327
5246,16283750,10
5247,16283775,95
5248,16284172,75
5249,16295260,7
5250,16297688,50
5251,16705906,50
5252,16301936,188
5253,16466003,489
5254,16668431,489
5255,29559311,9
5256,29561192,6
5257,16306318,10
5258,16306894,2
5259,18133771,10
5260,16306950,216
5261,16307655,10
5262,16307823,15
5263,16311566,6
5264,16313802,2
5265,16317661,20
5266,16331293,49
5267,16333657,142
5268,19232808,20
5269,28908530,142
5270,16334452,2
5271,16344176,2
5272,16344398,1
5273,16344610,49
5274,16347424,33
5275,16347613,32
5276,16347780,7
5277,16349352,2
5278,16351553,10
5279,16366795,15
5280,16377323,122
5281,16386235,27
5282,16387037,90
5283,16389336,6
5284,16391241,23
5285,16421786,40
5286,16438576,1
5287,16438973,2
5288,16439706,10
5289,16440273,10
5290,16440389,23
5291,17260808,84
5292,17261589,124
5293,17261716,276
5294,17261905,276
5295,17274447,84
5296,17274508,84
5297,17748121,84
5298,17921518,124
5299,16448513,7
5300,21006550,87
5301,16449548,7
5302,16450381,26
5303,16450647,10
5304,16454065,2
5305,16454358,54
5306,16460710,2
5307,16463325,49
5308,16466377,109
5309,16466753,33
5310,41707983,513
5311,16472037,398
5312,16474881,49
5313,25053704,23
5314,16476486,1
5315,16479025,10
5316,16483204,54
5317,16483778,54
5318,16489613,143
5319,16494163,2
5320,16496639,51
5321,16511537,226
5322,16511710,36
5323,23836123,477
5324,24519472,10
5325,16512001,15
5326,16530535,40
5327,16540552,40
5328,16542759,27
5329,16546112,200
5330,16611655,67
5331,16550952,40
5332,16551573,37
5333,16553723,36
5334,16554920,514
5335,16554979,392
5336,16555014,500
5337,16558549,1
5338,16563668,52
5339,16565981,49
5340,16567069,49
5341,16567880,7
5342,16574930,414
5343,19107592,414
5344,19485955,414
5345,22667384,414
5346,26055161,414
5347,16576364,33
5348,16586330,7
5349,16586560,26
5350,16593938,9
5351,16599980,10
5352,16602727,2
5353,16607385,114
5354,16608468,6
5355,16612737,27
5356,22331518,6
5357,16615714,2
5358,16616113,84
5359,17358088,84
5360,21485616,84
5361,23338341,515
5362,24674708,6
5363,16617441,310
5364,16618228,310
5365,29682719,310
5366,34442555,310
5367,16617549,6
5368,16618444,516
5369,16790726,85
5370,31456227,99
5371,16625342,143
5372,16643171,10
5373,16647368,126
5374,16648420,84
5375,16755412,84
5376,17011115,84
5377,17484833,84
5378,18012728,84
5379,18013684,84
5380,16657130,48
5381,16658299,10
5382,16658672,1
5383,16661676,6
5384,16662527,2
5385,16669517,14
5386,16671615,216
5387,16672602,9
5388,16676573,2
5389,16685100,10
5390,16697655,40
5391,16700624,6
5392,16701316,478
5393,16701564,40
5394,16702515,147
5395,16703399,36
5396,33335205,96
5397,16706156,13
5398,16706560,2
5399,16707384,2
5400,16711755,27
5401,16713766,36
5402,16714332,103
5403,16714747,6
5404,16714831,32
5405,16717199,2
5406,35929488,2
5407,16717252,32
5408,16720263,7
5409,16723715,1
5410,16723753,222
5411,34834055,343
5412,16731607,40
5413,16734548,2
5414,16736261,17
5415,16739453,13
5416,16749522,1
5417,16750582,8
5418,16739499,517
5419,16739643,96
5420,16746662,27
5421,16750500,2
5422,16753089,25
5423,16767096,132
5424,16767780,84
5425,16795803,84
5426,16796020,84
5427,16796220,84
5428,17488636,84
5429,16769025,518
5430,16773318,15
5431,16776055,2
5432,16776701,13
5433,24579314,3
5434,16778020,10
5435,16781070,2
5436,16802122,4
5437,16802415,4
5438,16815357,6
5439,16818907,300
5440,16819716,1
5441,16822085,37
5442,16822146,300
5443,16822776,2
5444,16823309,92
5445,16823438,276
5446,16823705,48
5447,16827168,7
5448,16828859,111
5449,21602626,13
5450,27079572,180
5451,27151109,519
5452,27588114,23
5453,16834181,2
5454,16834843,6
5455,16835175,219
5456,22801665,19
5457,16841043,395
5458,16848845,150
5459,16853553,150
5460,16864122,6
5461,16864341,96
5462,16966601,96
5463,16864410,48
5464,16866626,96
5465,16867018,309
5466,16868307,2
5467,16871168,40
5468,16871990,40
5469,16877798,22
5470,16883483,520
5471,16883926,6
5472,16891996,132
5473,16893621,37
5474,16894734,10
5475,16895120,13
5476,16896085,51
5477,16901964,2
5478,16901965,477
5479,16904103,2
5480,16907332,1
5481,16910953,15
5482,16912042,1
5483,16912546,15
5484,16913262,2
5485,16921101,51
5486,16923948,7
5487,16924162,6
5488,16926240,10
5489,28019692,10
5490,16926854,10
5491,16928478,2
5492,16930087,96
5493,16935398,15
5494,16936642,55
5495,16936856,2
5496,16936895,2
5497,16937530,36
5498,16938361,49
5499,16951897,10
5500,16952044,23
5501,30871239,23
5502,16954002,36
5503,16959027,40
5504,16959952,27
5505,16961140,9
5506,16964248,40
5507,16968893,51
5508,16969122,40
5509,16971171,1
5510,16971379,1
5511,16971547,96
5512,16971579,40
5513,16972244,48
5514,16972938,2
5515,16974085,6
5516,16974718,15
5517,16975478,137
5518,16975823,202
5519,16981066,1
5520,16982481,1
5521,16982520,2
5522,16988992,15
5523,16992128,36
5524,17004892,9
5525,17005931,67
5526,17007165,7
5527,17008057,226
5528,17009824,2
5529,17017779,27
5530,17021957,92
