street,street_type,zip_code,parish,county,coastal_area
BECO INVÁLIDOS,Beco,2750-376,Cascais,Cascais,Coastal Area
RUA ANDRÉ BRUN,Rua,1350-017,Lisboa,Lisboa,Coastal Area
RUA PRAZERES 9,Rua,1200-354,Lisboa,Lisboa,Coastal Area
RUA BELA VISTA,Rua,2780-312,Oeiras,Oeiras,Coastal Area
PRAÇA CHINDE 9,Praça,1800-058,Lisboa,Lisboa,Coastal Area
RUA D. PEDRO V,Rua,1250-093,Lisboa,Lisboa,Coastal Area
RUA DOM DUARTE,Rua,1100-198,Lisboa,Lisboa,Coastal Area
RUA INGLATERRA,Rua,2775-395,Carcavelos,Cascais,Coastal Area
RUA LOUREIRO 7,Rua,1100-315,Lisboa,Lisboa,Coastal Area
RUA LINGUARELA,Caminho,2705-568,São João das Lampas,Sintra,Coastal Area
PRACETA MAPUTO,Praceta,2780-023,Oeiras,Oeiras,Coastal Area
RUA EGAS MONIZ,Rua,1900-215,Lisboa,Lisboa,Coastal Area
PRAÇA PASTEAUR,Praça,1000-238,Lisboa,Lisboa,Coastal Area
RUA PRAZERES 7,Rua,2655-340,Ericeira,Mafra,Coastal Area
RUA LAVADOUROS,Caminho,2640-252,Encarnação,Mafra,Coastal Area
RUA SOL CHELAS,Rua,1900-423,Lisboa,Lisboa,Coastal Area
RUA GUARDA MOR,Rua,1200-109,Lisboa,Lisboa,Coastal Area
PASSEIO GARÇAS,Passeio,1990-399,Lisboa,Lisboa,Coastal Area
RUA MELO SOUSA,Rua,2765-253,Estoril,Cascais,Coastal Area
RUA CONDESSA 8,Rua,1200-120,Lisboa,Lisboa,Coastal Area
RUA 7 DE JUNHO,Rua,2730-174,Barcarena,Oeiras,Coastal Area
CALÇADA OLIVAL,Calçada,1950-207,Lisboa,Lisboa,Coastal Area
RUA FONTAÍNHAS,Rua,2640-019,Ribamar,Mafra,Coastal Area
RUA DAS FLORES,Rua,1200-195,Lisboa,Lisboa,Coastal Area
RUA PATROCÍNIO,Rua,1350-230,Lisboa,Lisboa,Coastal Area
ESTRADA ALDEIA,Estrada,2705-416,Aldeia Galega,Sintra,Coastal Area
RUA DOS TEIXOS,Rua,2750-780,Torre,Cascais,Coastal Area
RUA DOS MOUROS,Rua,1100-403,Lisboa,Lisboa,Coastal Area
CALÇADA ROSA 5,Calçada,1100-456,Lisboa,Lisboa,Coastal Area
RUA DO DUQUE 4,Rua,1200-159,Lisboa,Lisboa,Coastal Area
PRACETA LOMBAS,Praceta,2655-072,Baleia,Mafra,Coastal Area
RUA COMÉRCIO 8,Rua,1100-150,Lisboa,Lisboa,Coastal Area
RUA SÃO MIGUEL,Travessa,2560-083,Maceira,Torres Vedras,Coastal Area
RUA CODORNIZES,Rua,2750-685,Areia,Cascais,Coastal Area
RUA TRINDADE 1,Rua,2710-514,São Pedro,Sintra,Coastal Area
RUA DAS FONTES,,2530-319,Toxofal de Cima,Lourinhã,Coastal Area
RUA CABRA FIGA,,2705-834,Almorquim,Sintra,Coastal Area
RUA VERA LAGOA,Rua,1600-028,Lisboa,Lisboa,Coastal Area
RUA PRINCIPAL,Estrada,2530-695,Reguengo Pequeno,Lourinhã,Coastal Area
RUA SÃO PEDRO,Rua,2580-338,Alenquer,Alenquer,Not Coastal Area
RUA CONCEIÇÃO,Rua,1100-151,Lisboa,Lisboa,Coastal Area
RUA VENÂNCIAS,Travessa,2530-327,Zambujeira,Lourinhã,Coastal Area
RUA LIBERDADE,,2550-101,Adão Lobo,Cadaval,Not Coastal Area
AVENIDA BERNA,Avenida,1050-036,Lisboa,Lisboa,Coastal Area
LARGO REGEDOR,Largo,1150-277,Lisboa,Lisboa,Coastal Area
AVENIDA BERNA,Avenida,1067-001,Lisboa,Lisboa,Coastal Area
RUA PAROQUIAL,Rua,2655-328,Ericeira,Mafra,Coastal Area
RUA ORQUÍDEAS,Rua,2775-675,Lombos,Cascais,Coastal Area
RUA SÃO FÉLIX,Rua,1200-841,Lisboa,Lisboa,Coastal Area
LARGO GRALHAS,Largo,1100-268,Lisboa,Lisboa,Coastal Area
AVENIDA SUÍÇA,Avenida,2765-288,Estoril,Cascais,Coastal Area
RUA BRAAMCAMP,Rua,1250-050,Lisboa,Lisboa,Coastal Area
RUA DE MADRID,Rua,2765-424,Monte Estoril,Cascais,Coastal Area
TRAVESSA CARA,Travessa,1200-089,Lisboa,Lisboa,Coastal Area
RUA CAMPOLIDE,Rua,1070-028,Lisboa,Lisboa,Coastal Area
RUA ANDRADE 5,Rua,1170-013,Lisboa,Lisboa,Coastal Area
RUA PRINCIPAL,,2560-405,Casal Cochim,Torres Vedras,Coastal Area
RUA ILHÉUS S/,,2640-071,Picanceira,Mafra,Coastal Area
RUA GRAÇA 2 E,Rua,1170-170,Lisboa,Lisboa,Coastal Area
RUA 3 MOINHOS,Rua,2655-445,Fonte Boa da Brincosa,Mafra,Coastal Area
CALÇADA CABRA,Calçada,1200-072,Lisboa,Lisboa,Coastal Area
RUA POÇO NOVO,Rua,2640-342,Igreja Nova,Mafra,Coastal Area
ROSSIO CIMA 3,,2705-531,Barreira,Sintra,Coastal Area
RUA DOM DINIS,Rua,2720-163,Amadora,Amadora,Coastal Area
ESTRADA PONTE,,2640-055,Bracial,Mafra,Coastal Area
BECO ROXINOIS,Travessa,2530-327,Zambujeira,Lourinhã,Coastal Area
RUA POÇO NOVO,Rua,2750-466,Cascais,Cascais,Coastal Area
CALÇADA GRAÇA,Miradouro,1100-265,Lisboa,Lisboa,Coastal Area
BAIRRO ALVITO,Bairro,1300-052,Lisboa,Lisboa,Coastal Area
BAIRRO QUINTA,,2560-191,Assenta,Torres Vedras,Coastal Area
RUA PRINCIPAL,Rua,2645-361,Bicesse,Cascais,Coastal Area
RUA POÇO COXO,Rua,2705-774,Tojeira,Sintra,Coastal Area
RUA MOSCAVIDE,Rua,1990-162,Lisboa,Lisboa,Coastal Area
RUA AMOREIRAS,Rua,1250-022,Lisboa,Lisboa,Coastal Area
RUA FLORES 74,Rua,1200-195,Lisboa,Lisboa,Coastal Area
RUA DO MOINHO,,2665-059,São Sebastião,Mafra,Not Coastal Area
RUA BACUREIRA,Estrada,2640-095,Santo Isidoro,Mafra,Coastal Area
RUA DA ESCOLA,,2560-193,Coutada,Torres Vedras,Coastal Area
ESTRADA MAFRA,Estrada,2655-302,Ericeira,Mafra,Coastal Area
BECO CRUZES 6,Beco,1100-191,Lisboa,Lisboa,Coastal Area
PRACETA FONTE,Rua,2655-433,Ericeira,Mafra,Coastal Area
LARGO ARAUTOS,Largo,1990-221,Lisboa,Lisboa,Coastal Area
RUA JERÓNIMOS,Rua,1400-210,Lisboa,Lisboa,Coastal Area
RUA PRINCIPAL,,2580-179,Estalagem,Alenquer,Not Coastal Area
RUA REMOLARES,Rua,1200-371,Lisboa,Lisboa,Coastal Area
AVENIDA IVENS,Avenida,1495-725,Dafundo,Oeiras,Coastal Area
RUA PARREIRAS,Rua,1600-566,Lisboa,Lisboa,Coastal Area
RUA ALFÂNDEGA,Rua,1100-016,Lisboa,Lisboa,Coastal Area
RUA DANÚBIO 1,Rua,1990-524,Lisboa,Lisboa,Coastal Area
RUA ALMARGENS,Rua,2530-694,Reguengo Pequeno,Lourinhã,Coastal Area
RUA MADRES 73,Rua,1200-710,Lisboa,Lisboa,Coastal Area
BECO ACUCENAS,Rua,2750-210,Birre,Cascais,Coastal Area
RUA DIOGO CÃO,Rua,2750-159,Cascais,Cascais,Coastal Area
RUA 4 MOINHOS,Rua,2755-190,Malveira da Serra,Cascais,Coastal Area
RUA DA LAPA 7,Rua,1150-155,Lisboa,Lisboa,Coastal Area
RUA DOM DINIZ,Rua,2765-215,Estoril,Cascais,Coastal Area
RUA SANTA ANA,,2550-370,Póvoa,Cadaval,Not Coastal Area
RUA PRINCIPAL,Rua,2640-255,Encarnação,Mafra,Coastal Area
CALÇADA CARMO,Calçada,1200-090,Lisboa,Lisboa,Coastal Area
BECO CLÉRIGOS,Beco,1100-147,Lisboa,Lisboa,Coastal Area
RUA JUVENTUDE,Rua,2740-079,Porto Salvo,Oeiras,Coastal Area
RUA VER O MAR,,2560-046,Casal Casica,Torres Vedras,Coastal Area
RUA PRINCIPAL,,2705-701,Monte Arroio,Sintra,Coastal Area
RUA GLICÍNIAS,Rua,2750-236,Birre,Cascais,Coastal Area
RUA PINHEIROS,Rua,2605-215,Belas,Sintra,Not Coastal Area
RUA LIBERDADE,Rua,2655-400,Ericeira,Mafra,Coastal Area
RUA SAPATEIRO,Rua,2705-868,Terrugem,Sintra,Coastal Area
LARGO ESTAÇÃO,Largo,2750-340,Cascais,Cascais,Coastal Area
CAMINHO VIGIA,,2550-367,Montejunto,Cadaval,Not Coastal Area
RUA DA PASCOA,Rua,1250-177,Lisboa,Lisboa,Coastal Area
TRAVESSA PAÇO,Travessa,2655-323,Ericeira,Mafra,Coastal Area
ESTRADA TOJAS,Estrada,2755-116,Carrascal de Alvide,Cascais,Coastal Area
RUA VILA SENA,Rua,1800-356,Lisboa,Lisboa,Coastal Area
RUA DIOGO CÃO,Rua,1300-181,Lisboa,Lisboa,Coastal Area
RUA TOMADILHA,,2705-834,Almorquim,Sintra,Coastal Area
CALÇADA LAVRA,Calçada,1150-208,Lisboa,Lisboa,Coastal Area
TRAVESSA CRUZ,,2705-001,Azoia,Sintra,Coastal Area
RUA CERVANTES,Rua,1000-094,Lisboa,Lisboa,Coastal Area
RUA FERREIROS,Rua,2655-279,Ericeira,Mafra,Coastal Area
RUA DOS ANJOS,Regueirão,1150-030,Lisboa,Lisboa,Coastal Area
RUA SÃO BENTO,Rua,1250-219,Lisboa,Lisboa,Coastal Area
RUA ESPERANÇA,Rua,2785-164,Arneiro,Cascais,Coastal Area
RUA FINLANDIA,Rua,2755-115,Murches,Cascais,Coastal Area
RUA DO CABRAL,Travessa,1200-073,Lisboa,Lisboa,Coastal Area
TRAVESSA HERA,Travessa,1200-218,Lisboa,Lisboa,Coastal Area
RUA FIGUEIRAS,Praça,2750-004,Quinta da Marinha,Cascais,Coastal Area
RUA INDÚSTRIA,Rua,1300-305,Lisboa,Lisboa,Coastal Area
RUA DOM BOSCO,Rua,2765-129,Bairro de Santo António,Cascais,Coastal Area
RUA BRIAMANTE,Rua,2710-544,Sintra,Sintra,Coastal Area
RUA MADRES 24,Rua,1200-711,Lisboa,Lisboa,Coastal Area
CALÇADA CRAVO,Calçada,2640-086,Santo Isidoro,Mafra,Coastal Area
RUA PRINCIPAL,Rua,2655-430,Ericeira,Mafra,Coastal Area
RUA LOUREIROS,Rua,2655-300,Ericeira,Mafra,Coastal Area
LARGO DA SÉ 8,Largo,1100-499,Lisboa,Lisboa,Coastal Area
RUA PRINCIPAL,,2565-778,Almeirinhos de Baixo,Torres Vedras,Not Coastal Area
RUA PARREIRAS,Rua,1200-317,Lisboa,Lisboa,Coastal Area
RUA CENTRAL 2,Rua,2640-008,Ribamar,Mafra,Coastal Area
RUA CONCEIÇÃO,Rua,2655-256,Ericeira,Mafra,Coastal Area
1º LARGO TERR,Largo,1100-595,Lisboa,Lisboa,Coastal Area
RUA DO OLIVAL,Rua,1350-264,Lisboa,Lisboa,Coastal Area
PRAÇA D. LUIS,Praça,1200-148,Lisboa,Lisboa,Coastal Area
RUA PASSO MAU,Rua,2750-541,Charneca,Cascais,Coastal Area
TRAVESSA ADRO,Travessa,1150-001,Lisboa,Lisboa,Coastal Area
RUA DOM DINIS,Rua,1250-076,Lisboa,Lisboa,Coastal Area
RUA DA GALIZA,Rua,2765-325,Galiza,Cascais,Coastal Area
BECO BOMBARDA,Beco,1100-096,Lisboa,Lisboa,Coastal Area
RUA GLÓRIA 63,Rua,1250-115,Lisboa,Lisboa,Coastal Area
RUA DA GLORIA,Rua,1250-115,Lisboa,Lisboa,Coastal Area
RUA BALDAQUES,Rua,1900-084,Lisboa,Lisboa,Coastal Area
RUA MONSERVIA,Travessa,2705-768,Tojeira,Sintra,Coastal Area
RUA ALEGRIA 9,Rua,1250-005,Lisboa,Lisboa,Coastal Area
RUA MIRAMAR 1,Rua,2655-309,Ericeira,Mafra,Coastal Area
RUA DAS ROSAS,Rua,2530-513,Cesaredas,Lourinhã,Coastal Area
RUA ARAMEIROS,Rua,1100-027,Lisboa,Lisboa,Coastal Area
LARGO LEÃO 12,Largo,1000-188,Lisboa,Lisboa,Coastal Area
RUA MADRES 72,Rua,1200-712,Lisboa,Lisboa,Coastal Area
ALAMEDA BEATO,Alameda,1950-042,Lisboa,Lisboa,Coastal Area
RUA DOS VALES,Rua,2640-038,Ribamar,Mafra,Coastal Area
TRAVESSA GAMA,Travessa,2750-360,Cascais,Cascais,Coastal Area
BECO CARRASCO,Beco,1200-096,Lisboa,Lisboa,Coastal Area
RUA DA METADE,Rua,1150-232,Lisboa,Lisboa,Coastal Area
ALAMEDA VIGIA,Alameda,2530-212,Praia da Areia Branca,Lourinhã,Coastal Area
RUA MURTÓRIOS,Rua,2655-316,Ericeira,Mafra,Coastal Area
RUA SAUDADE 3,Rua,1100-582,Lisboa,Lisboa,Coastal Area
CAMINHO CORVO,Caminho,2705-032,Almoçageme,Sintra,Coastal Area
LARGO RAMISCO,Largo,2705-067,Almoçageme,Sintra,Coastal Area
RUA ALMOÍNHAS,Rua,2755-148,Malveira da Serra,Cascais,Coastal Area
LARGO ANDALUZ,Largo,1050-004,Lisboa,Lisboa,Coastal Area
BECO BOAVISTA,Beco,1200-065,Lisboa,Lisboa,Coastal Area
RUA DO LUMIAR,Rua,1750-163,Lisboa,Lisboa,Coastal Area
RUA CARIDO 11,Rua,2655-452,Ericeira,Mafra,Coastal Area
RUA DA CAPELA,Rua,2640-254,Encarnação,Mafra,Coastal Area
CALÇADA FONTE,Calçada,2705-264,Penedo,Sintra,Coastal Area
RUA DO BAIRRO,Travessa,2065-201,Tagarro,Azambuja,Not Coastal Area
TRAVESSA ADRO,Travessa,1800-004,Lisboa,Lisboa,Coastal Area
RUA NORTE 125,Rua,1200-285,Lisboa,Lisboa,Coastal Area
CAMPO PEQUENO,Campo,1000-080,Lisboa,Lisboa,Coastal Area
RUA DO PINHAL,Rua,2655-425,Casa Nova,Mafra,Coastal Area
RUA PEDREIROS,Rua,2705-506,Assafora,Sintra,Coastal Area
CAMINHO ÁGUIA,Rua,2710-243,Galamares,Sintra,Coastal Area
CAMINHO RELVA,,2640-574,Relva,Mafra,Coastal Area
RUA MAREANTES,Rua,2750-426,Cascais,Cascais,Coastal Area
PRACETA FAIAS,Praceta,2750-274,Cascais,Cascais,Coastal Area
RUA DO POMBAL,Travessa,2645-075,Alcabideche,Cascais,Coastal Area
RUA MAREANTES,Rua,2530-229,Praia da Areia Branca,Lourinhã,Coastal Area
RUA SÃO PEDRO,Rua,2655-210,Ericeira,Mafra,Coastal Area
RUA DO JOINAL,Rua,2655-210,Ericeira,Mafra,Coastal Area
RUA DIOGO CÃO,,2560-396,Praia Azul,Torres Vedras,Coastal Area
RUA DOM VASCO,Rua,1300-197,Lisboa,Lisboa,Coastal Area
RUA DUNAS Nº2,,2560-042,Casal Ventoso,Torres Vedras,Coastal Area
RUA VIRIATO 1,Rua,1050-233,Lisboa,Lisboa,Coastal Area
RUA DOS CEGOS,Rua,1100-137,Lisboa,Lisboa,Coastal Area
RUA DOS COXOS,Caminho,2705-408,Arneiro de Arreganha,Sintra,Coastal Area
LARGO COLEGIO,Largo,2750-324,Cascais,Cascais,Coastal Area
BECO BOLACHA,Beco,1200-616,Lisboa,Lisboa,Coastal Area
CALÇADA ROSA,Calçada,1149-080,Lisboa,Lisboa,Coastal Area
RUA ANGOLA 2,Rua,1170-022,Lisboa,Lisboa,Coastal Area
RUA MARINHAS,Rua,2705-313,Praia das Maçãs,Sintra,Coastal Area
BECO FORMOSA,Beco,1100-249,Lisboa,Lisboa,Coastal Area
RUA BARÃO 12,Rua,1100-072,Lisboa,Lisboa,Coastal Area
RUA HIBISCOS,Rua,2750-603,Cascais,Cascais,Coastal Area
RUA ROSALINA,Rua,1170-328,Lisboa,Lisboa,Coastal Area
RUA ABÓBODAS,Rua,2790-506,Queijas,Oeiras,Coastal Area
RUA NORTE 45,Rua,1200-283,Lisboa,Lisboa,Coastal Area
RUA JANALVES,Rua,2705-763,Tojeira,Sintra,Coastal Area
RUA MALPAGAS,Estrada,2640-049,Ribamar,Mafra,Coastal Area
RUA NORTE 27,Rua,1200-283,Lisboa,Lisboa,Coastal Area
RUA NORTE 35,Rua,1200-283,Lisboa,Lisboa,Coastal Area
RUA LUSÍADAS,Rua,2765-538,São Pedro do Estoril,Cascais,Coastal Area
RUA MIOSÓTIS,Rua,2775-669,Lombos,Cascais,Coastal Area
RUA ASSUNÇÃO,Rua,1100-044,Lisboa,Lisboa,Coastal Area
RUA ARRÁBIDA,Rua,1250-034,Lisboa,Lisboa,Coastal Area
CIRCULAR SUL,Circular,1800-135,Lisboa,Lisboa,Coastal Area
RUA TRINAS B,Rua,1200-859,Lisboa,Lisboa,Coastal Area
RUA SÃO JOSÉ,Rotunda,2750-135,Cascais,Cascais,Coastal Area
RUA FLORES 9,Rua,2710-413,Morelinho,Sintra,Coastal Area
RUA DEPÓSITO,Rua,2645-111,Alcoitão,Cascais,Coastal Area
BECO DO MELO,Beco,1100-345,Lisboa,Lisboa,Coastal Area
BECO MONTE 7,Beco,1170-248,Lisboa,Lisboa,Coastal Area
BECO OLARIAS,Beco,1100-374,Lisboa,Lisboa,Coastal Area
RUA SANT'ANA,Rua,2750-832,Cobre,Cascais,Coastal Area
RUA PORTELAS,Rua,2705-685,Magoito,Sintra,Coastal Area
RUA DO CARMO,Rua,2655-253,Ericeira,Mafra,Coastal Area
RUA DO BARAO,Rua,1100-072,Lisboa,Lisboa,Coastal Area
BECO RAMOS 1,Beco,1100-425,Lisboa,Lisboa,Coastal Area
RUA DA PLAMA,Rua,1100-390,Lisboa,Lisboa,Coastal Area
RUA ROSEIRAL,,2705-349,Ulgueira,Sintra,Coastal Area
RUA CARIDADE,Rua,1150-091,Lisboa,Lisboa,Coastal Area
RUA CAMÉLIAS,Rua,2645-411,Bicesse,Cascais,Coastal Area
VILA QUEIROZ,Rua,1170-212,Lisboa,Lisboa,Coastal Area
RUA O SÉCULO,Rua,1200-434,Lisboa,Lisboa,Coastal Area
BECO ARNEIRO,,2640-064,Lagoa,Mafra,Coastal Area
RUA MATINHOS,Rua,2640-024,Ribamar,Mafra,Coastal Area
RUA PADARIAS,Rua,2710-603,Sintra,Sintra,Coastal Area
RUA OLIVENÇA,Rua,2775-612,Carcavelos,Cascais,Coastal Area
RUA ANJOS 16,Rua,1150-037,Lisboa,Lisboa,Coastal Area
RUA DA PALMA,Rua,2750-458,Cascais,Cascais,Coastal Area
RUA DUQUE 41,Rua,1200-158,Lisboa,Lisboa,Coastal Area
RUA MADRES 1,Rua,1200-709,Lisboa,Lisboa,Coastal Area
RUA ANCHIETA,Rua,1249-060,Lisboa,Lisboa,Coastal Area
PÁTIO TEJOLO,Pátio,1250-301,Lisboa,Lisboa,Coastal Area
PRACETA GAZA,Praceta,2775-598,Carcavelos,Cascais,Coastal Area
PRACETA BEJA,Praceta,2755-274,Pai do Vento,Cascais,Coastal Area
VILA CÂNDIDA,Avenida,1170-162,Lisboa,Lisboa,Coastal Area
RUA COZINHAS,Rua,1100-181,Lisboa,Lisboa,Coastal Area
RUA FERRARIA,Miradouro,2710-555,Sintra,Sintra,Coastal Area
RUA SÃO REMO,Escadinhas,2765-447,Monte Estoril,Cascais,Coastal Area
RUA ROSA 115,Rua,1200-381,Lisboa,Lisboa,Coastal Area
RUA PINHAL 4,Bairro,2640-206,Encarnação,Mafra,Coastal Area
RUA METADE 9,Rua,1150-232,Lisboa,Lisboa,Coastal Area
RUA XABREGAS,Rua,1900-438,Lisboa,Lisboa,Coastal Area
RUA ALEGRE 3,Rua,2765-392,Monte Estoril,Cascais,Coastal Area
PÁTIO GALEGA,Travessa,1200-019,Lisboa,Lisboa,Coastal Area
RUA TROMBETA,Rua,1200-471,Lisboa,Lisboa,Coastal Area
RUA SANTARÉM,Rua,2755-292,Pai do Vento,Cascais,Coastal Area
RUA JUDIARIA,Rua,1100-296,Lisboa,Lisboa,Coastal Area
RUA ESPARGAL,Rua,2780-012,Oeiras,Oeiras,Coastal Area
RUA VIOLETAS,Rua,2750-275,Birre,Cascais,Coastal Area
RUA CHAFARIZ,Rua,2565-184,Maceira,Torres Vedras,Not Coastal Area
RUA PALMEIRA,Rua,2750-540,Charneca,Cascais,Coastal Area
BECO ESCONSO,Beco,2750-338,Cascais,Cascais,Coastal Area
RUA LOUREIRA,,2640-578,Casal da Serra,Mafra,Coastal Area
RUA LIMOEIRO,Rua,1100-308,Lisboa,Lisboa,Coastal Area
RUA GUADIANA,Rua,2750-777,Cobre,Cascais,Coastal Area
BECO CATIVOS,Beco,1100-130,Lisboa,Lisboa,Coastal Area
LARGO SANTOS,Largo,1200-808,Lisboa,Lisboa,Coastal Area
RUA SÃO BRÁS,Rua,2750-069,Areia,Cascais,Coastal Area
RUA DE MACAU,Rua,1100-085,Lisboa,Lisboa,Coastal Area
RUA VIRGÍNIA,Rua,1170-388,Lisboa,Lisboa,Coastal Area
PÁTIO ALJUBE,Pátio,1100-059,Lisboa,Lisboa,Coastal Area
LARGO CAPELA,Largo,2705-261,Penedo,Sintra,Coastal Area
ESTRADA BICA,Estrada,2705-014,Almoçageme,Sintra,Coastal Area
RUA DO PRIOR,Rua,1200-775,Lisboa,Lisboa,Coastal Area
RUA DE BELÉM,Rua,1300-083,Lisboa,Lisboa,Coastal Area
PRACETA BICA,Praceta,2705-015,Almoçageme,Sintra,Coastal Area
RUA DA TORRE,Rua,2750-762,Cascais,Cascais,Coastal Area
RUA DO VOLGA,Passeio,1990-519,Lisboa,Lisboa,Coastal Area
RUA ALARIFES,Rua,2705-133,Banzão,Sintra,Coastal Area
RUA PINHAL 8,Estrada,2710-007,Carrascal,Sintra,Coastal Area
ESTRADA PENA,Estrada,2710-609,Sintra,Sintra,Coastal Area
RUA DA COSTA,Travessa,2550-571,Vermelha,Cadaval,Not Coastal Area
RUA BELMONTE,Rua,2765-398,Monte Estoril,Cascais,Coastal Area
RUA SÃO TOMÉ,Rua,1100-561,Lisboa,Lisboa,Coastal Area
RUA PRATA 93,Rua,1100-414,Lisboa,Lisboa,Coastal Area
RUA CORVOS G,Rua,1100-174,Lisboa,Lisboa,Coastal Area
RUA ROSEIRAL,Rua,2750-261,Birre,Cascais,Coastal Area
RUA CONDE 39,Rua,1200-636,Lisboa,Lisboa,Coastal Area
RUA ARVOREDO,Rua,2655-234,Ericeira,Mafra,Coastal Area
RUA DA BEIRA,Rua,2775-553,Carcavelos,Cascais,Coastal Area
RUA BIQUINHA,Rua,2710-542,Sintra,Sintra,Coastal Area
RUA AMOREIRA,Rua,2655-431,Ericeira,Mafra,Coastal Area
RUA CARAVELA,,2560-396,Praia Azul,Torres Vedras,Coastal Area
RUA FIGUEIRA,Rua,2655-431,Ericeira,Mafra,Coastal Area
RUA ROSA 279,Rua,1200-385,Lisboa,Lisboa,Coastal Area
AVENIDA ROMA,Avenida,1700-348,Lisboa,Lisboa,Coastal Area
RUA DO BARRO,Travessa,2640-001,Ribamar,Mafra,Coastal Area
RUA GAIVOTAS,Rua,1200-201,Lisboa,Lisboa,Coastal Area
RUA MAÇARICO,Rua,2750-696,Torre,Cascais,Coastal Area
RUA GIRASSOL,Rua,2775-665,Lombos,Cascais,Coastal Area
LARGO MASTRO,Largo,1150-229,Lisboa,Lisboa,Coastal Area
TRAVESSA PAZ,Travessa,1200-760,Lisboa,Lisboa,Coastal Area
RUA PINHAL 5,Rua,2530-227,Praia da Areia Branca,Lourinhã,Coastal Area
RUA NORTE 54,Rua,1200-287,Lisboa,Lisboa,Coastal Area
RUA ANCHIETA,Rua,1200-023,Lisboa,Lisboa,Coastal Area
1ª RUA DA FÉ,Arco,1100-036,Lisboa,Lisboa,Coastal Area
LARGO ACHADA,Largo,1100-003,Lisboa,Lisboa,Coastal Area
RUA PLÁTANOS,Rua,2775-353,Parede,Cascais,Coastal Area
RUA CARIDO E,Rua,2655-452,Ericeira,Mafra,Coastal Area
RUA VINHA 33,Rua,1200-475,Lisboa,Lisboa,Coastal Area
RUA DA VINHA,Rua,1200-475,Lisboa,Lisboa,Coastal Area
CAMPO GRANDE,Campo,1700-092,Lisboa,Lisboa,Coastal Area
RUA ROSA 177,Rua,1200-383,Lisboa,Lisboa,Coastal Area
BECO TORTO 2,Beco,2750-505,Cascais,Cascais,Coastal Area
RUA SANTARÉM,Rua,2775-729,Rebelva,Cascais,Coastal Area
RUA DA GUINÉ,Rua,1170-173,Lisboa,Lisboa,Coastal Area
RUA PIÃ 145A,Rua,2645-485,Manique de Baixo,Cascais,Coastal Area
RUA DA GRAÇA,Miradouro,1100-265,Lisboa,Lisboa,Coastal Area
RUA GUINÉ 22,Rua,1170-173,Lisboa,Lisboa,Coastal Area
RUA DO CARMO,Rua,1100-038,Lisboa,Lisboa,Coastal Area
LARGO MITELO,Pátio,1150-234,Lisboa,Lisboa,Coastal Area
LARGO OLIVAL,Largo,1950-208,Lisboa,Lisboa,Coastal Area
RUA PAU FEIO,Rua,2705-057,Almoçageme,Sintra,Coastal Area
PRACETA LAPA,Praceta,2665-619,Venda do Pinheiro,Mafra,Not Coastal Area
BECO CANAS 1,Beco,1100-110,Lisboa,Lisboa,Coastal Area
BECO CARNIDE,Caminho,2705-177,Penedo,Sintra,Coastal Area
PÁTIO SEABRA,Travessa,1300-021,Lisboa,Lisboa,Coastal Area
RUA DO TOJAL,,2705-001,Azoia,Sintra,Coastal Area
RUA ARMAÇÕES,,2530-626,Praia de Porto Dinheiro,Lourinhã,Coastal Area
RUA DO ZAIRE,Rua,1170-399,Lisboa,Lisboa,Coastal Area
1ª RUA ZAIRE,Rua,1170-399,Lisboa,Lisboa,Coastal Area
CAMINHO PAUL,Rua,2640-565,Mafra,Mafra,Coastal Area
RUA SAO JOSE,Rua,1150-321,Lisboa,Lisboa,Coastal Area
RUA AFOITOS,Rua,2705-295,Praia das Maçãs,Sintra,Coastal Area
RUA BECO 24,,2705-001,Azoia,Sintra,Coastal Area
ALTO CAMILA,,2560-192,Azenha Velha,Torres Vedras,Coastal Area
RUA DO CURA,Rua,1200-644,Lisboa,Lisboa,Coastal Area
RUA CURA 30,Rua,1200-644,Lisboa,Lisboa,Coastal Area
RUA MANHIÇA,Rua,1800-245,Lisboa,Lisboa,Coastal Area
RUA CONGO 9,Rua,1990-296,Lisboa,Lisboa,Coastal Area
RUA ARNEIRO,,2655-070,Casalinho das Oliveiras,Mafra,Coastal Area
BECO FLORES,Beco,1100-242,Lisboa,Lisboa,Coastal Area
RUA DA ROSA,Rua,1100-204,Lisboa,Lisboa,Coastal Area
RUA PRATA 4,Rua,1100-415,Lisboa,Lisboa,Coastal Area
BECO LAPA 8,Beco,1100-304,Lisboa,Lisboa,Coastal Area
RUA DETIMOR,Rua,1170-371,Lisboa,Lisboa,Coastal Area
LARGO GRAÇA,Largo,1170-165,Lisboa,Lisboa,Coastal Area
ESTRADA LUZ,Estrada,1600-162,Lisboa,Lisboa,Coastal Area
RUA ZAMBEZE,Rua,1990-069,Lisboa,Lisboa,Coastal Area
LARGO MONTE,Largo,1170-253,Lisboa,Lisboa,Coastal Area
RUA VITÓRIA,Rua,1100-619,Lisboa,Lisboa,Coastal Area
RUA NAMPULA,Rua,2675-411,Odivelas,Odivelas,Coastal Area
RUA QUINTAS,Rua,2750-675,Cascais,Cascais,Coastal Area
RUA DO GAMA,Rua,2750-361,Cascais,Cascais,Coastal Area
BECO ROSA 6,Beco,1200-380,Lisboa,Lisboa,Coastal Area
RUA PENICHE,Rua,2765-436,Monte Estoril,Cascais,Coastal Area
