listing_id,host_id,date_id,location_id,property_id,review_id,price_per_night
21236120,1831,28042017,2239,188,4,40
12050987,1832,25012016,2736,425,11,50
11927151,1833,6022017,1022,6,1,49
11927705,1109,21042016,1071,9,6,55
11940235,1835,7062016,1045,2,6,59
12020694,1835,7062016,1045,2,1,62
11944524,1386,18102018,1115,426,1,115
11948250,1832,25012016,2736,424,2,30
11948753,1832,25012016,2736,424,1,30
11946856,1837,28092018,832,33,2,180
11965173,352,11052016,576,13,3,160
11966202,1838,5012017,3370,37,6,50
11970039,1839,29032016,1310,2,1,55
11970325,1498,28072016,1976,6,3,49
11971022,1489,15032016,2097,1,1,70
11971210,156,14092015,1746,427,3,250
11976649,1841,14062016,2979,27,1,55
11984262,85,6042016,1735,9,3,80
11985569,1059,11052016,861,6,1,53
12543111,1059,11052016,861,6,3,53
12566444,1059,11052016,861,10,3,56
11996079,812,7072017,335,6,3,46
11998214,1843,30052016,1581,122,3,250
11998266,1218,17052016,115,2,3,92
12007728,1846,6052016,1689,92,2,252
12081508,1846,6052016,1689,57,1,65
12238239,1846,6052016,1689,348,1,65
12354338,1846,6052016,1689,349,1,65
12015201,631,13022017,468,49,1,98
12015420,1847,10072015,2734,10,3,40
12019380,114,31052017,1423,96,2,80
12020500,631,13022017,468,49,1,98
12034705,1848,16052017,1741,2,1,65
12036061,169,9052014,843,10,1,98
12039405,1615,16022015,3448,6,1,48
12041159,1849,20102018,937,2,3,50
12041609,1318,12122017,387,2,2,30
12060593,866,30032016,1753,428,3,65
12062146,1850,20012016,350,2,3,69
12063469,1851,22062017,1117,10,3,100
12064934,1852,13052016,274,40,1,69
12070400,1703,23082017,3568,33,2,31
12079780,1853,23062016,1616,7,2,125
12084131,101,7062016,2497,2,2,92
12084602,147,22032016,730,23,1,120
12084954,101,7062016,2497,2,2,92
12088782,1854,12092018,1352,36,13,160
12090082,1001,28032016,1677,1,2,40
12090299,1856,25042016,1986,49,6,70
12098264,213,15112012,19,430,10,30
12142108,213,15112012,19,431,5,30
12142380,213,15112012,19,432,1,15
12373439,213,15112012,19,430,10,30
30265304,213,15112012,19,431,2,40
12103303,1799,23032016,832,54,3,80
12104578,1858,19062017,863,6,1,70
12106854,260,17082016,3002,2,1,58
12108233,1860,28042017,325,18,3,60
12108246,86,5052016,1358,51,3,130
12109393,101,15032016,1164,147,10,267
12112441,1862,12012015,3577,36,2,110
12113802,86,5052016,1358,168,1,90
12229719,1347,28032016,1346,364,1,45
12120973,1865,11042016,2638,7,2,70
12133897,650,4022017,583,27,2,65
12231306,507,26052017,195,84,3,40
12142396,633,21062016,2008,211,3,150
12144485,1870,23022018,932,325,1,80
12145357,772,24102007,631,219,1,90
12146054,1871,12082016,3016,112,1,90
12149173,320,23052017,935,1,1,128
12151765,1872,12012018,2979,17,3,55
12153179,1872,12012018,2979,17,2,55
12155319,1872,12012018,2979,15,3,55
12155462,1872,12012018,2979,54,3,90
12156025,122,25102016,999,50,2,43
12184402,1873,29032016,46,276,1,32
12259738,1873,29032016,46,84,3,45
12194911,1827,20092016,1,15,4,55
12206393,1114,3102016,1195,1,2,70
12217356,563,26072016,1711,10,4,55
12217984,725,2052016,1986,2,4,88
12224234,1636,6062016,1839,1,1,68
12226210,1749,30122016,935,26,6,200
12228964,608,24032016,447,1,2,73
12229531,638,6062016,1744,2,1,58
12236845,1382,13052016,1022,9,3,68
12238069,1779,28042016,254,433,2,90
12238296,886,8062016,1670,25,1,235
12241180,961,7092016,525,32,6,120
12241762,795,8072016,1569,1,13,65
12244165,962,8042016,1021,23,1,70
12246578,366,21042016,335,36,3,95
12259314,1325,23122015,2891,36,1,140
12262991,545,20062016,327,247,3,23
12826043,545,20062016,327,247,2,29
12826213,545,20062016,327,435,1,16
12826411,545,20062016,327,435,1,16
12841168,545,20062016,327,114,18,169
12263327,1449,19012018,1623,36,1,85
12264321,522,31102016,2296,165,3,95
12264524,1881,6042016,2717,25,1,300
15489868,1881,6042016,2717,103,1,150
12266069,1100,12042016,30,6,3,50
12266759,43,25072017,1277,1,1,90
22259902,43,25072017,1277,363,3,230
12268187,86,5052016,2020,27,2,90
12270209,1883,17102016,2107,101,4,43
12270507,1829,4102016,2497,55,3,100
12279559,1790,31032016,856,2,8,70
12286915,1885,31052016,40,78,2,100
12289333,1886,30122015,2187,1,3,30
12289972,1180,30062017,2312,61,2,92
12299337,50,14032016,2289,48,1,205
12304356,90,14042016,999,55,2,105
12304708,122,6072017,1733,208,1,100
12305206,1755,6042016,1280,4,1,55
12310189,1891,25052016,1526,40,6,55
12312633,141,25012016,303,26,6,125
12334745,1070,22082018,94,291,10,54
13432807,1070,22082018,94,291,10,65
29483652,1070,22082018,94,20,12,48
12342155,923,18122014,2764,46,1,100
13233636,992,19102017,2379,207,3,37
12343742,1895,1042016,820,15,1,45
12354345,1057,6052016,2507,15,8,35
12354462,1897,4072017,1594,2,6,75
12354791,1898,5072016,1089,211,1,150
12355566,238,23052016,999,26,2,63
12355801,302,1072016,444,1,3,75
12360800,1900,22072016,2368,48,3,455
12364360,1902,19012016,65,436,1,25
12375565,1902,19012016,65,436,3,175
19765413,1902,19012016,65,436,1,25
19818407,1903,19012016,65,436,1,25
19927434,1903,19012016,65,436,1,26
12372370,1904,16052016,2779,126,3,195
12375453,1540,20042016,50,437,6,15
12489683,1540,20042016,50,438,1,28
12490141,1540,20042016,50,439,1,30
12381275,1905,3042018,2971,116,6,115
12383792,1906,14072016,2066,54,2,84
12390823,683,27042016,1602,7,2,66
12393329,352,4052016,468,23,2,98
12394219,352,4052016,468,23,3,110
12397879,1381,12052016,1297,6,6,50
12399528,23,7092017,2863,1,3,44
12401436,1475,15112016,1981,10,3,55
12407488,1475,15112016,1981,10,3,55
12416719,602,26112014,1095,10,6,43
12419818,1909,29042015,686,27,31,65
12421964,1910,1022018,1663,134,2,27
12440031,1912,6062016,2702,440,6,95
12440659,1701,3042018,1591,26,1,100
12445522,1914,8102018,1588,27,10,59
12449686,1629,31072017,30,40,1,100
12450259,1850,5122017,1316,9,3,120
12451045,1916,24052016,3349,48,6,235
12457479,1917,19052016,3350,143,3,100
12459756,1918,20062016,420,201,6,190
12460492,1274,12092017,261,40,1,55
12467894,1920,17042019,1755,67,1,40
12468891,1921,8112018,2533,8,3,80
12471282,1251,14042016,2305,37,6,250
12478934,1923,28072017,2979,2,1,50
12479207,1924,7072016,1597,40,3,200
12489881,1925,9062016,1097,2,2,35
12504889,34,29122014,2954,4,4,95
12508410,1926,6072016,1053,441,3,47
12690266,1926,6072016,1053,442,2,49
12729825,1926,6072016,1053,72,2,43
24937464,1926,6072016,1053,240,1,43
12508672,1232,27072016,743,443,1,300
12508868,1592,26012015,720,2,3,52
12511658,33,24032016,3262,265,3,68
12517076,1491,19012017,1125,6,3,35
12517676,1473,27042016,1116,171,8,111
12531420,1928,26032018,10,2,2,35
12537150,1930,19042016,2020,2,6,82
12539827,455,28032016,1427,7,2,75
12544705,1694,9052016,2276,1,1,90
12557303,1932,28042015,856,40,6,74
12566763,998,23052016,2237,1,3,100
12577881,950,20042016,340,2,11,79
12584881,1933,15052017,404,80,1,89
12588946,1245,3052017,350,1,1,65
12589469,1934,12042016,1838,2,1,60
12597361,1935,3062016,3357,444,35,45
12597668,1851,17042018,91,180,19,90
33905733,1937,17042018,91,13,3,400
12600666,1939,19012018,1094,139,1,60
12602153,1566,26042016,2776,7,1,90
12605334,175,17062016,18,16,6,65
12606164,1940,19042016,990,96,1,55
12606714,840,13052016,2286,1,2,60
12607641,1941,27042016,920,22,3,49
12607873,23,9052017,3148,2,1,59
12608267,1942,28122017,1024,445,6,60
12608492,1943,25092016,169,40,1,54
12615617,1944,28082017,1426,54,3,75
12635572,1945,4012018,2338,23,1,120
12648845,1554,16022016,1198,9,1,45
12671467,548,4092018,2319,7,19,100
12672860,1948,7072016,46,15,2,55
12678116,1593,27072018,1981,446,2,39
12679331,86,24062016,538,40,10,40
12679424,1950,13022017,1740,42,1,150
12682080,803,18022018,3061,40,2,95
12700325,1951,17042017,2136,28,6,120
12701051,795,8072016,1674,54,1,70
12705796,1952,23062017,986,139,3,49
12710082,870,14122017,340,55,2,65
12731951,1226,29092017,1317,7,2,42
12733456,1201,5042016,2317,1,2,42
12735806,1178,20122016,2322,23,6,150
12736339,90,14042016,982,7,4,105
12743907,1202,14032017,3272,6,2,60
12743998,1202,14032017,3272,6,2,50
12756679,352,4052016,468,23,3,110
12757924,1956,9112016,1737,67,1,64
15945184,1956,9112016,1737,334,3,51
12758124,352,4052016,468,23,2,99
12774845,1083,14072016,236,6,3,42
12776883,1958,18042016,1721,10,1,36
12779213,1948,19102015,3503,6,4,55
12782269,1959,29012018,133,27,2,80
12784345,1489,1042016,480,2,3,70
12787269,1690,22042016,782,1,3,200
12787566,1961,31012017,1981,2,1,100
12799511,666,26072017,1415,20,1,55
19270877,666,26072017,1415,20,1,45
19271295,666,26072017,1415,20,1,65
12805653,174,3052016,2635,38,1,150
12807689,1963,19102018,40,6,2,65
12811561,1964,29072016,1432,40,3,60
12818497,625,19022016,1022,182,3,29
12819810,1965,29062016,1989,132,3,125
12829508,101,2052016,2489,7,8,60
12829748,101,2052016,2489,7,4,55
12833004,1967,18052016,2958,26,2,98
12833120,1968,3062016,447,26,1,30
12833990,1969,27082018,176,7,3,70
12834027,666,28062016,1301,96,2,185
12840695,1971,12042016,3260,1,1,49
12841131,1930,4052016,831,40,3,140
12841855,1974,27092017,709,9,1,85
12847660,122,13052016,2934,146,2,60
12848695,987,25052016,1274,2,3,56
12849029,260,2052016,2323,17,18,45
12854795,666,18112015,720,10,6,90
12866467,1977,21042016,1980,402,6,100
12866957,1272,21122016,25,17,1,75
12870872,1979,14052018,3354,334,4,95
18057110,1979,14052018,3354,334,2,95
18066719,1979,14052018,3354,288,2,95
18070794,1979,14052018,3354,334,2,95
18084806,1979,14052018,3354,334,2,95
18132163,1979,14052018,3354,334,11,85
18132447,1979,14052018,3354,334,3,85
18165025,1979,14052018,3354,334,18,85
24827011,1979,14052018,3354,334,3,89
12878478,14,10032016,526,6,2,35
12881200,194,12112018,653,75,3,45
12886239,24,28042016,1251,15,3,44
12889715,1980,28062016,567,8,1,115
12898553,1982,19012017,1022,15,2,55
12904427,1983,11052018,3356,6,3,90
13161319,1983,11052018,3356,40,3,120
18561403,1983,11052018,3356,40,6,120
12910066,1984,23082016,2719,40,1,41
12912867,1386,22082017,1325,61,1,40
12914049,1986,4052016,158,1,3,65
12915282,1987,28032018,1973,116,10,90
12924748,168,3032016,1226,61,6,133
13864403,168,3032016,1226,2,6,84
12930326,1720,9052016,1616,9,2,61
12931098,952,13042016,236,22,2,35
12931609,1242,29122016,3418,20,1,40
12937565,675,3082015,1101,13,3,100
12939283,1720,9052016,1616,9,2,55
12941777,1989,31052017,1942,39,2,60
12943522,1990,5072016,2764,10,1,150
12947938,352,4052016,468,23,2,110
12948623,352,4052016,468,23,3,99
12950423,86,20062016,2206,51,4,43
12951815,1991,24032017,2453,10,1,60
12951864,1720,11052016,547,218,10,48
12953131,1991,24032017,1766,10,3,60
12953140,1554,9102018,1056,40,1,95
12954162,1694,9052016,2276,7,3,70
12961350,1329,20072016,74,1,3,59
12964434,85,4052016,2712,26,3,85
12966379,248,16072016,3189,6,3,59
12969202,1995,13052016,1287,291,3,22
13017038,1995,13052016,1287,243,1,35
13030518,1995,13052016,1287,188,3,23
13424170,1995,13052016,1287,188,4,23
13424449,1995,13052016,1287,188,2,23
13427226,1995,13052016,1287,188,2,23
13439125,1995,13052016,1287,188,2,22
12971037,1996,22042016,701,352,3,70
12971142,1997,29112016,1087,9,3,25
12971654,1998,27052016,15,2,3,50
12977538,1228,16102018,999,1,1,55
12977561,683,15052016,762,54,2,61
12978728,1999,15022018,1843,4,1,120
12978864,2000,1072016,5,447,6,215
12987434,2001,7042016,494,32,1,110
12988004,1694,9052016,2276,96,2,80
12988479,1489,24052016,1748,2,2,40
12995183,494,31032018,1647,1,1,70
12997308,1264,30062017,1003,49,2,55
12999312,987,7012015,2176,26,2,158
13003421,1164,14042018,1054,2,2,50
13004198,2006,4052016,3351,96,3,80
13004536,2007,7062017,2296,6,1,70
13005054,2007,7062017,2296,6,1,70
13010122,1274,20052017,158,15,1,37
13011069,1275,27042017,1238,225,1,200
13011133,1021,23022017,999,40,6,95
13014349,1664,16052016,3421,10,25,184
13018388,2007,21062017,2296,26,1,90
13018572,2007,7062017,2296,26,1,80
13018679,1990,5072016,2764,37,1,85
13019062,1990,5072016,2764,37,6,85
13025365,1275,27042017,1238,36,1,200
13027755,38,21072017,1455,40,1,54
13029465,2011,27052016,1097,2,3,50
13030048,24,3052016,1251,15,2,44
13031499,2012,19092017,3205,448,15,50
13040692,238,30122016,2418,36,2,94
13043439,2014,28032018,1957,1,30,29
13044196,2015,5052016,711,6,2,45
13046622,1047,19012017,583,2,6,85
13049764,1338,11082016,1071,33,2,120
13049841,1338,27102017,2038,15,2,60
13050289,1338,11032016,775,54,4,80
13055012,46,10012018,115,6,6,59
13056508,2016,26062017,999,4,6,110
13060521,866,30032016,1753,39,18,68
13063029,1858,7042016,336,23,1,140
13064362,1081,27042016,444,151,2,75
13071267,2018,15042016,1736,2,2,125
13073450,2018,18042016,1736,2,1,130
13074755,2019,23052019,666,40,2,57
13075085,119,27102015,2943,32,4,59
13076986,2020,5122016,2497,36,1,220
13078822,381,16052016,9,2,3,59
13085524,1318,12122017,387,2,2,30
13088958,50,30052017,2650,51,2,139
13093290,1557,12052016,412,7,1,58
13098154,2022,18102018,2066,10,3,64
13104878,248,11062017,2286,132,1,53
13111524,946,12082016,3563,40,3,150
13113739,2024,17052017,2263,10,6,65
13114142,733,23062017,2684,26,1,100
13120213,1374,20052016,1463,116,18,150
13120752,2026,14102016,9,1,1,58
13120919,237,22062017,3460,7,1,60
13122352,2027,28092018,1981,40,1,70
13123511,1447,10112017,3270,6,1,50
13126144,1346,22052017,1950,449,1,150
13128200,2029,22032016,2164,40,1,70
13134143,2030,6052016,1827,1,2,60
13137736,2031,21052016,1426,18,2,75
13140404,2032,24042017,644,172,2,70
13140694,2032,24042017,644,179,3,70
13145999,2034,12042017,3531,193,6,330
13148403,2035,21062016,2704,90,6,110
13161216,2038,4072016,1837,450,1,250
34332310,1774,4072016,1837,126,3,350
13161342,2039,31082016,1713,96,1,100
13165105,2040,28062016,1619,10,6,75
13165799,494,8022018,909,451,2,59
13166703,2041,27042016,420,452,1,50
13167862,2041,27042016,420,452,1,50
13168132,2041,27042016,420,453,1,20
13489315,2041,27042016,420,453,1,20
13171820,1684,2042018,1237,454,4,150
31938897,1685,2042018,1237,49,12,70
13171830,1684,2042018,1237,2,2,112
31938890,1685,2042018,1237,61,15,49
13173081,1054,29122016,856,40,1,47
13185683,713,25092018,3500,27,3,65
13188488,381,29122017,1821,2,2,49
13196357,1720,30052016,1616,61,4,55
13204462,2042,4042016,2901,6,6,39
13207309,1437,30052016,1491,36,1,75
13213083,121,15092016,2744,185,3,60
13220978,2045,16062016,3568,23,3,75
13221301,38,27062016,2664,31,1,40
13223471,1544,30052016,1819,7,1,59
13230933,1218,17052016,115,10,3,84
13232016,2047,26042016,1280,6,1,59
13236855,352,4052016,468,23,3,110
13238392,2048,28042016,1283,36,4,49
13242635,2049,16062016,2941,9,1,60
13245390,352,4052016,468,23,2,99
13245875,2050,27062016,2776,6,1,98
13246881,1830,4072017,620,99,3,52
13446753,1830,4072017,620,99,3,41
13447422,1830,4072017,620,85,6,40
13447688,1830,4072017,620,99,1,51
13247678,2052,14072016,1427,144,1,92
13247960,844,23012018,1674,23,18,88
13249742,121,16032017,1387,15,1,47
13261542,656,10082016,1744,84,1,60
13609430,656,10082016,1744,84,3,60
13845331,656,10082016,1744,84,1,60
13880745,656,10082016,1744,84,3,50
16752083,656,10082016,1744,84,1,60
20693788,656,10082016,1744,23,2,250
13262356,2056,12052016,743,2,1,50
13263455,2057,28062016,3412,2,1,70
13263503,2058,4072016,1728,1,1,95
13269269,156,25052016,3383,55,7,110
13275397,1271,23122016,621,1,2,90
13275764,1973,18042019,3367,218,8,65
13281245,2062,6062016,3011,13,6,210
13292214,2042,4042016,2901,6,6,39
13293912,313,29082016,401,195,1,82
13295838,2063,12102018,2731,15,4,59
15359058,248,12102018,2731,17,2,59
13297507,527,12052016,697,49,3,207
13299134,2065,8062016,999,27,7,50
13305919,2066,8012018,1251,6,1,89
13306097,1796,12052016,399,36,2,312
13307141,2067,14112016,775,40,15,100
13325238,1839,5052016,664,1,3,75
13325770,1839,5052016,664,1,3,90
13325590,1279,27062016,2556,2,6,75
14549638,2072,27062016,2556,208,2,85
13326850,2074,2052017,879,139,2,45
13331998,106,17102018,2764,112,2,175
14074497,106,17102018,2764,231,4,125
14291934,106,17102018,2764,13,3,275
33366716,106,17102018,2764,231,3,120
34356722,106,17102018,2764,84,2,30
34357829,106,17102018,2764,84,2,30
34358057,106,17102018,2764,84,2,30
13336269,1710,23052016,1492,7,1,70
13337121,2076,11072017,2362,40,19,48
13340005,2077,4052016,2276,139,1,55
13342103,1948,23092016,1598,2,7,55
13342323,1749,30122016,1770,8,1,170
13347187,381,16052016,9,2,3,55
13352668,2078,30082017,1976,456,1,50
13353429,238,21102016,1237,40,12,84
13358234,732,8032018,727,457,3,55
13359230,2042,2042016,2901,6,1,38
13366692,238,15072017,1490,132,2,66
13369106,238,15072017,1490,2,5,47
13374979,2079,15012018,2136,132,3,45
14271555,2079,15012018,2136,19,1,50
19160420,2079,15012018,2136,19,6,65
13375238,2080,11092018,1000,6,3,50
13375750,2081,27052016,2950,2,3,55
13380841,2083,31032016,387,40,3,75
13383087,1720,8062016,1616,87,3,54
13384666,323,12102016,2020,27,3,75
13386008,2084,27042016,2927,2,1,66
13388066,1270,31052017,1968,1,2,35
13388392,2065,15092016,937,54,3,70
13390575,283,2062016,3253,23,4,80
13392033,2088,2062016,1280,6,1,31
13395502,1195,3052017,177,26,2,120
13401806,2089,29042018,1673,11,3,50
13409952,1205,6062016,1772,39,1,40
13410594,2091,29072016,1770,2,2,90
13414452,1425,15112016,2776,20,3,54
13653643,1425,15112016,2776,20,2,55
16253924,1425,15112016,2776,162,1,53
13423129,1507,2082016,2740,228,30,80
13430034,2042,30042015,2901,6,1,37
13433350,1596,5092016,999,2,7,29
13433549,1211,1072016,2999,40,3,59
13434609,527,4072017,3013,26,3,119
13442368,1358,19102017,1838,40,2,70
13444957,2094,16032017,3576,199,2,299
13445253,2095,5072016,2016,27,1,64
13445950,2096,14062016,932,23,1,90
13459861,2097,16022018,1112,23,2,61
13462089,2098,6062016,2555,2,3,65
13464873,2098,6062016,806,1,3,65
13467850,2099,3062016,2664,40,3,80
13468063,2100,17062016,2703,49,1,60
13470535,844,12022018,2650,303,2,65
13471466,2102,26012018,662,49,6,135
13471770,1291,2062016,132,40,1,91
13474776,347,10062016,3280,52,1,90
13478600,2105,30062016,806,10,1,99
13482830,2106,28052017,1365,40,2,89
13487910,2107,21072016,725,26,1,66
13490733,174,5112015,2348,2,1,95
13493476,2108,12072016,987,200,11,85
13495059,2108,22062016,987,295,1,85
13501164,2110,7062016,519,27,3,99
13502389,906,11042014,81,460,6,140
13504593,2111,3072017,266,461,1,54
13505452,110,23052016,2163,7,2,76
13509370,2065,15092016,937,54,3,60
13511330,1073,19082017,362,26,1,120
13524709,2113,11052017,787,32,4,85
13525805,1656,15062016,256,40,6,65
13531431,1793,15042016,3351,462,25,41
13548090,2116,24022017,2195,7,3,80
13548922,2117,12042016,1858,462,2,63
13554942,1793,15042016,3351,36,25,73
13561190,2118,13042016,758,9,36,85
13561843,2119,3062016,526,463,1,35
13562062,1939,22012018,30,40,3,90
13562980,1294,28092018,1286,40,1,90
13570966,1016,25072018,1711,51,15,110
13571928,1005,19072016,1121,83,2,110
13573579,2120,12102019,1500,6,1,59
13573996,1740,23062016,856,5,3,40
13575831,1242,19052016,180,33,6,170
13580009,639,27052016,875,7,3,75
13582804,733,26022018,2684,40,1,80
13584564,2121,16092015,832,23,2,250
13586077,2122,14072016,3253,460,6,80
13590225,1968,29062017,678,40,3,75
13597220,2050,27062016,2776,40,1,75
13597431,1647,7072017,2286,2,2,50
13597640,1073,10072017,686,22,1,70
13603050,2126,15062016,1223,23,1,150
13610503,749,23082016,830,2,1,139
13615462,1180,16102018,1677,30,1,27
13615715,1860,3082016,1577,6,3,50
13616710,121,14052016,335,1,1,95
13616712,1197,24052016,3305,61,1,72
13620723,2130,18072016,1700,7,4,55
13622665,2131,30102017,2453,40,3,65
13631147,1199,3022017,1559,407,2,69
13635560,101,19052016,720,22,4,64
13637831,122,27032016,1819,132,11,60
13637904,600,30082016,775,40,1,80
13639151,952,12042016,739,22,2,35
13639990,133,21122015,2015,142,3,29
13913468,133,21122015,2015,142,3,29
14102154,133,21122015,2015,20,2,29
14329072,133,21122015,2015,20,2,24
14329516,133,21122015,2015,20,3,29
13640377,2134,18102018,25,2,3,65
13640930,2135,6102017,337,96,1,200
13646831,38,17072017,2657,27,1,75
13655783,2136,12102018,1317,23,3,260
13656100,121,16032017,1387,15,1,47
13663403,2137,2102018,558,54,1,70
13664137,2138,12092017,1388,33,3,72
13666751,90,30052016,2342,27,8,105
13667761,2036,20072016,592,13,1,230
13668424,143,16112016,1223,125,2,85
13669277,2139,19062017,1042,1,2,78
13671684,1370,27062016,2489,11,1,60
13675265,2142,12112018,3196,36,3,40
13681430,1389,23092016,333,9,6,50
13683931,2145,16122015,2496,6,18,70
13687689,1288,28122016,1748,6,6,59
13703972,1705,5072016,725,4,6,100
13704185,2147,21052018,2188,10,6,79
13704271,2148,6072016,58,135,3,29
13707521,2149,5082016,3184,10,2,80
13708201,527,22062016,820,6,2,89
13708331,646,23062016,3196,394,6,85
13709193,2150,29082017,3220,2,1,30
13710817,1587,29072016,3569,73,28,45
13974435,1587,29072016,3569,466,18,45
15061254,1587,29072016,3569,466,3,45
13711086,1637,18052016,3232,26,3,78
13931096,1637,18052016,3232,6,2,25
28513530,472,18052016,3232,40,24,100
13713045,1376,1062019,2718,25,1,170
13713470,1370,27062016,2979,61,1,55
13722555,2134,30092016,875,33,1,150
13744951,890,22022016,9,136,1,95
13731915,1806,18052016,583,394,1,51
13735868,1705,5072016,725,6,3,60
13736868,1705,5072016,725,6,1,55
13739210,2065,15092016,937,40,3,60
13739291,2155,6062016,3197,6,1,60
13747560,2007,21062017,2296,98,1,70
13747890,2007,7062017,2296,22,1,70
13748155,2007,7062017,2296,26,3,80
13750139,605,28042017,1887,1,1,55
13750554,2007,7062017,2296,26,1,90
13751821,2157,15022016,3568,37,1,80
13754917,1338,11082016,1237,1,14,70
13760851,45,15072016,709,2,1,58
13778141,2160,15092016,3404,6,6,65
13780376,1739,15092017,3203,180,4,125
13780459,251,4012017,2453,54,6,66
13786788,102,14112018,2201,295,2,68
13788450,2162,7092017,1881,7,2,75
20539466,2162,7092017,1881,2,1,70
20548726,2162,7092017,1881,30,3,45
13792588,804,2082018,353,67,3,50
13793793,2163,29062016,1546,168,1,85
13797601,102,14112018,2201,19,2,71
13797773,38,22122017,1736,52,1,135
13800835,1971,6072016,1650,10,3,45
13800866,1318,13102016,2299,2,2,45
13805527,2164,7062016,752,40,13,50
13814376,63,16052017,255,6,1,39
16985303,63,16052017,255,136,1,55
13814401,366,22082017,2352,31,1,26
13818246,1051,18072016,1847,13,1,120
13822046,312,22062016,2268,27,6,59
13823207,1242,7112016,1243,6,1,100
13824124,2171,23052017,1685,141,3,115
13824704,2172,2092016,2243,2,3,75
13825138,2173,15102018,395,310,2,30
13827568,2174,1082016,2269,6,1,210
13833184,1647,6062016,832,3,1,350
13834097,238,12052016,2555,15,8,42
13835405,238,12052016,2555,15,14,42
13835049,2176,18082017,1781,10,2,72
13839064,360,23052016,39,10,2,48
13839713,238,25082016,1647,2,12,73
13845412,2180,27042017,3618,467,1,60
13852418,2181,26102016,1739,84,6,22
13854591,168,20102018,552,33,3,100
13858136,1693,13112017,749,128,2,96
13860837,2184,26062018,490,468,2,37
14123348,2184,26062018,490,87,10,34
15203443,2184,26062018,490,40,33,44
13860976,2185,18072016,1480,2,3,44
13864327,18,17072018,831,33,2,137
13864641,320,20102016,827,23,3,150
13870006,2186,6062017,2696,96,3,75
14646347,2186,6062017,2696,96,1,75
13871059,33,8062016,2761,6,18,61
13873166,2187,24112016,818,2,1,55
13889683,1074,24072015,735,39,10,500
14131833,1074,24072015,735,1,2,500
13890508,477,10042017,1736,49,2,160
13891764,1074,14072016,1849,207,4,500
13895981,807,11052017,23,7,2,75
18926534,807,11052017,23,27,4,60
13897775,1177,9102017,1813,61,2,56
13898356,1177,9102017,1813,207,4,39
14107423,1177,9102017,1813,207,10,37
13898994,2189,4072016,3207,132,3,76
13899042,71,25082016,1837,4,1,95
13899282,2190,9052017,66,337,1,63
13904125,238,10022018,2715,19,2,63
13908455,1241,12072016,3412,40,6,85
13917617,1731,16102018,1179,51,6,65
13923325,33,7072016,2203,2,1,68
13925104,870,29072018,30,2,3,45
13925372,2192,8082016,2237,469,4,55
13925976,550,20102016,1399,26,2,70
13926639,1371,26062017,1465,10,1,86
13927463,1596,5092016,1392,55,2,49
13932294,2186,6062017,2696,96,3,75
13934108,1164,26072016,452,7,3,45
13946748,1371,16022016,1827,15,3,55
13949614,2197,21072017,1289,167,3,50
13951007,248,1072016,2581,26,2,100
13951446,1388,20062016,3444,40,2,60
13953444,2186,9012018,2696,96,3,75
13959574,2199,11102018,1426,7,1,48
13985908,1430,28092018,1806,10,24,52
13988350,312,13072016,832,1,1,59
13991340,1755,30062017,1258,470,6,68
13996742,1364,16082016,1093,132,1,85
13997558,2203,12072017,943,471,12,100
14000721,564,15102018,1195,231,32,90
14000935,564,15102018,1195,11,10,55
14002960,2154,12072016,1482,101,16,108
14007028,2204,21092017,162,33,2,120
14012219,2205,10082016,314,2,1,50
14018416,802,7092017,3567,9,1,45
14019835,835,13072016,3013,15,1,40
14020897,2207,20012016,2312,184,3,100
14022365,156,21072016,1107,23,3,220
14026624,33,18072016,2462,2,25,80
14029106,176,14092015,2023,2,2,37
14033986,638,16012018,1999,27,3,59
14036920,2208,15072016,1097,1,3,33
14037866,1851,22062017,1117,10,3,100
14038351,2209,22072016,2286,1,3,50
14053225,2210,20102017,2831,98,4,64
16774626,2211,26092016,3340,85,10,55
16821824,2211,26092016,3340,42,3,80
14055303,2212,28052018,313,1,1,60
14065153,2213,28092018,3510,4,3,60
14079558,2215,15072016,2839,6,3,59
14082272,2216,10072017,2783,2,2,100
14084545,1088,17062016,504,27,1,100
14085544,256,20012017,1491,10,30,75
14086166,2218,12102018,1863,2,2,30
14091958,771,29062017,1789,2,1,45
14099690,2219,4072017,2478,472,36,20
14100732,2220,11012017,1238,7,1,58
14110345,2221,8082016,2950,15,1,60
14116094,2222,29072016,3187,40,3,80
14117088,238,15042016,1166,26,5,87
14117573,260,21072016,2323,1,11,45
14119621,459,4102016,9,290,2,40
14119685,2223,2052018,1131,16,3,100
14119769,459,9082016,1243,473,3,45
14119827,459,9082016,1243,473,2,50
14120537,256,9012017,1280,9,2,60
14120804,33,15072016,720,15,2,61
14120928,2224,29072016,406,394,18,49
14123052,1250,20072016,1223,54,3,140
14123059,1386,5072016,584,410,1,40
14126551,2226,30062017,2189,111,3,52
14138093,2227,19082016,735,101,6,60
14139268,38,22122017,1736,49,1,98
14140780,828,7102016,117,9,3,49
14141159,1100,7072016,264,473,6,45
19188447,1100,7072016,264,224,1,55
14148571,2229,26082016,2818,49,3,60
14149914,2230,28072016,115,6,1,55
14150349,2231,27032018,2172,2,1,60
14151463,1649,8032018,466,40,1,89
14152508,522,16102018,3195,54,2,45
14158238,1386,5072016,584,218,1,40
14160873,2232,4112016,3166,70,30,55
