fk,listings_id
158,19170409
159,29022898
160,24091061
160,32064592
161,14007028
162,28652877
162,28652841
162,28652933
162,28652992
162,28653097
163,11899879
163,12005322
163,27054063
163,27054034
163,27054045
163,27054048
163,27054054
163,27054057
163,27054060
163,2700537
163,2700676
163,2684458
163,301755
163,2684366
163,5444386
164,26355779
164,31663961
164,25515447
164,18961183
164,35635959
164,11654173
165,11623897
166,36168892
167,33919615
168,12608492
169,30083071
169,30467270
170,28360681
171,3776555
172,30504033
173,36219520
174,34959133
174,18682557
174,18682846
174,19383655
174,20551649
174,34902826
174,37498187
175,37001399
175,712034
175,11720353
175,11720906
175,15939853
175,18458919
175,39856494
175,31191961
175,30520734
175,11727222
175,19756855
175,12833990
175,21355876
175,26493304
175,23137519
176,32696524
176,18825753
176,13395502
177,18685075
177,29460474
177,23731268
178,23299875
179,13575831
180,9109835
180,9609562
180,32630019
180,28862022
180,24050889
180,15331277
181,24328122
182,6173741
183,37425507
184,14805396
185,19647159
186,38188934
187,220830
187,744453
187,220831
187,528892
187,744454
188,38870294
189,29701604
189,20188375
190,25263121
190,25547449
191,20188338
191,16982520
191,29999429
191,21332035
191,30003920
192,28403811
193,40579492
194,12134830
194,12231306
195,37649719
196,31031112
196,36828256
196,37235038
196,41762199
196,41758711
197,19178525
197,19256460
197,19259253
197,19262963
198,3895728
199,29200762
200,35571158
200,4024468
201,41760999
201,34355245
201,25566646
201,7346985
202,20775845
203,17819977
204,36514001
205,34993763
205,33908594
206,21759439
207,25252906
207,32973459
207,32315673
207,31730648
207,26165213
207,26161405
207,24244296
207,21502874
207,21447685
207,20623426
207,20153697
207,8548158
207,15643649
207,6682438
207,6413081
207,1095757
208,32222774
209,5791631
210,14685442
210,33904195
211,5922542
212,16937530
212,16952044
212,30871239
212,24865407
213,1309533
214,23758783
215,22696661
215,24942856
215,19036729
215,25437887
215,7660761
216,19502930
216,23592980
216,23709172
216,24712068
217,23620765
218,30373601
219,26119501
220,29845439
220,29233795
220,18069100
220,18102215
220,18818137
220,20612941
220,23573780
221,3042444
221,10017598
221,10163074
222,37770787
222,18003099
223,20815332
224,18167699
225,33747025
225,25250038
225,26031970
225,26105870
225,26106139
225,26106326
225,25249461
225,25248445
225,34534569
225,34531965
226,20877575
227,23612273
227,2337625
228,23227238
228,17998659
228,11579539
228,3274961
229,30496590
229,30503430
229,31308438
229,30502650
229,30498733
229,30495276
229,9822619
229,22984965
229,30764428
229,30765057
229,30813117
229,37072340
229,37072693
229,37073108
229,37073424
229,37073629
229,37073975
229,30813685
230,20778206
230,33159352
230,33161506
231,23592552
232,23120901
232,2735383
232,36480041
232,24992122
232,6388258
232,24826917
233,23841070
233,29409349
234,28073849
234,35425237
234,3137406
234,3137416
234,24588690
234,26210155
234,31384558
234,32350387
235,27487179
235,5725563
235,12774845
235,5770153
235,22349897
235,40047462
235,40049461
235,29116100
235,36265087
235,14291152
235,12931098
235,19180442
235,4799179
235,4794855
235,4775560
235,35343482
235,838844
235,30612163
235,5184232
236,34229277
236,34998247
236,34996357
237,31566571
238,26073132
239,27896199
240,40606677
240,256917
240,27624756
241,22927074
242,6965046
242,424175
243,28951665
243,28630651
243,14237195
243,5446258
243,149589
243,6827863
243,24819819
244,3503457
244,5612685
244,5883524
244,6266778
244,6323105
244,7079354
244,6470702
244,7081390
245,40219258
245,33763812
246,22017587
246,28558702
246,26191948
246,4038117
246,496195
246,465071
246,33705367
247,32221656
248,26793155
249,39499685
249,31464247
249,26777280
250,26772325
251,925879
252,37032816
253,17700757
253,6822655
253,40912995
253,12238069
253,29394485
253,37243169
253,39335207
253,37625919
253,33031513
254,16985303
254,13814376
254,40008498
255,13525805
256,36146767
256,31914309
256,25740789
256,6264068
257,18519567
258,7732813
258,30760469
259,6052851
259,6052153
259,6051887
259,6012825
259,37457419
259,37510149
259,37548296
259,37524795
259,37514957
259,37514037
260,33413890
260,2853410
260,174064
260,23370847
260,12460492
260,3182472
260,89015
261,41553870
261,40939381
262,16239540
263,35938487
263,14141159
263,16612699
263,19188447
264,19168007
265,35635326
265,18822995
265,24470859
265,33112671
265,16154927
265,13504593
265,2680922
265,22980892
266,21889159
267,39072589
268,37900935
269,34892683
269,34595666
269,34595645
269,34356188
269,34594247
269,34595628
269,34595614
269,34595602
269,17511083
269,34595522
269,34595558
269,24435910
269,35116911
269,29323956
269,25862970
269,32808015
269,20498740
270,35189595
271,23113630
271,23092075
271,23091838
271,5561774
271,22814357
271,23091441
271,31012216
272,22011226
272,22666835
273,25044741
273,4383121
273,632742
273,613104
273,3997189
273,39431420
273,39432386
273,39432833
273,18068052
273,18540955
273,7345398
273,4079712
273,638748
273,638749
273,30950094
273,17743745
273,610528
273,17714362
273,32393357
273,3209351
273,2752463
273,14784385
273,9898798
273,9279289
273,21766152
273,8100111
273,30807809
273,29730509
273,29410173
273,18875622
273,18696503
273,28458573
273,23898957
273,8266128
273,12064934
273,10665125
273,18147937
273,20445112
273,21940601
273,24671449
273,29410468
274,16612737
274,10047555
274,22331518
274,35988789
274,34142438
275,35329005
275,1134130
275,35332748
275,35333800
275,35333968
275,35334334
276,10693945
276,10693795
276,10693618
276,172014
277,3063332
278,10509743
278,23921551
278,34776311
278,18104380
278,108058
278,34493900
279,39403947
279,27545318
279,35872649
280,27007366
281,24835482
281,24837673
281,24836933
282,23880205
282,30757953
283,297131
283,39308879
283,34164323
283,28393062
283,18082959
283,26521167
283,31949617
283,28070509
283,33217497
284,21627758
285,23177654
286,26055016
287,19967148
287,19982802
287,19982593
287,3826726
287,3852474
287,16550952
287,19855423
287,6566821
288,29303194
288,29303429
288,35877409
288,25887713
288,24415618
288,6244129
288,6736554
289,15658124
289,31948104
290,32938499
290,32938926
290,32939230
290,32939368
290,32939501
291,33090700
292,6581174
293,40770512
293,19981055
293,1523370
293,15220073
293,34239348
293,16701316
293,21894361
293,24672517
293,27382646
293,3081970
293,8737508
293,9934190
293,17628047
293,17976446
293,18159393
293,19478184
293,37039654
293,37040366
293,37041289
293,37959711
293,40730328
293,22176752
293,23458845
294,24643418
294,25402060
294,25891909
294,25892451
294,32325644
295,23137514
296,34453360
296,25475904
296,33779439
296,34355563
296,38348211
296,41078243
297,32756561
298,11131516
299,6113726
300,27392877
300,25223873
301,20431953
302,32372939
302,12312633
302,18033849
302,21077473
302,25862985
303,29204315
303,29204725
303,33988779
303,29202107
303,29201518
303,28681729
304,19169158
304,4579320
304,6740360
304,14226815
304,27244463
304,4434386
305,931101
306,4375538
307,28818638
308,28339500
309,4097489
309,4133103
309,6449764
309,17977819
309,22200960
310,20349705
311,29821291
311,28954433
311,28954236
311,28600861
311,29845988
312,39519838
312,14055303
313,14012219
314,33960498
314,18188579
315,11815166
316,35283807
317,35311601
318,18380791
319,34356686
319,36914991
320,36293349
321,19587068
322,15628437
323,39625922
323,39619186
323,9590952
323,5861319
323,4661740
323,23822069
323,39382356
324,31187543
324,8096677
324,8096719
324,8096735
324,8096741
324,37990004
324,1277296
324,11900672
324,12108233
324,35372466
324,20349780
324,21317940
324,30757101
324,20385175
324,26376109
324,28661366
324,29356102
324,29700416
324,34814621
324,34815964
324,34820702
324,34860938
324,39184804
324,37269918
324,38083226
324,38083465
324,38375002
324,38532264
324,29700479
324,34804198
324,29860376
324,30701774
324,29446402
324,34162275
324,34784181
325,736099
325,6429072
325,41396381
326,12262991
326,12262657
326,12262020
326,12826043
326,12826213
326,12826411
326,24716392
326,21890920
326,21377697
326,12841168
326,6880139
326,4222124
326,39771903
326,39771983
326,39772042
326,39772097
326,39772165
326,39772206
326,39772262
326,39772335
326,39772377
326,39772441
327,882367
327,2424638
327,33294948
327,575709
327,4460918
327,4464812
327,26595807
327,23609280
327,10012077
328,8853786
328,30177051
328,28686543
328,25865038
328,37031707
329,40125335
329,24889051
329,40125845
329,40126149
329,27367780
329,34507406
329,38932116
329,26128650
329,24753219
329,3495421
329,12961386
329,2861972
329,33153604
330,30252855
330,33940331
330,33484126
331,6252320
331,17519332
331,2203375
331,805264
332,18938791
332,13681430
333,40390443
333,198480
334,32784705
334,32785480
334,19874724
334,28711306
334,38546190
334,4553773
334,3754456
334,11996079
334,18123975
334,18093243
334,20598049
334,19976580
334,18138983
334,18076596
334,144851
334,2022716
334,2784611
334,13616710
334,12246578
334,9136205
334,3939948
334,22061232
334,25367889
334,8912629
334,40419633
334,28383553
334,27061370
334,26822570
335,13063029
336,13640930
336,1015979
336,19841521
336,33738220
336,33737682
336,31777471
336,33738354
336,19854737
336,7380350
337,14003006
337,19208787
337,9217833
338,41026497
338,25527999
338,25012479
338,21396961
338,9865296
339,12577881
339,32001641
339,36867286
339,36871519
339,25263261
339,134438
339,29725896
339,12710082
339,37934617
339,34704065
339,26107331
339,25566039
339,31247335
339,10387525
339,26315517
340,27191669
340,21259632
341,36097121
341,37398370
341,36896662
341,30167433
341,10983705
341,4535423
341,36974613
341,14532483
341,14963653
341,24515872
341,26884552
342,32803357
342,33084810
342,11036411
342,11035340
343,26531584
344,15034147
344,32042080
344,40223832
345,25873033
345,34196363
345,33955719
345,33955683
345,33955629
345,33955566
345,33955504
345,33798203
345,23578486
345,20701389
345,20188344
346,28438280
346,38453800
347,26115124
348,35247024
349,23955826
349,36380997
349,35191143
349,33006786
349,31951014
349,33417060
349,30937183
349,24793799
349,7738406
349,14978467
349,26057277
349,30171253
349,608769
349,41145756
349,3503004
349,8522518
349,10449790
349,12062146
349,21415791
349,21621689
349,22998842
349,36234068
349,38869135
349,41703255
349,40772037
349,12588946
349,20159396
349,20449180
350,32213935
350,18035119
350,22416292
350,23250134
351,21198696
352,17998442
352,11524006
352,11636305
352,19435994
352,35765547
352,17008057
352,17005931
352,13792588
352,13952724
352,19328674
353,36354118
354,22460713
354,22448727
354,22460236
355,20727462
356,36263043
357,30242783
358,23742387
358,7317488
358,32286468
358,36404914
359,2806399
360,17444330
361,19009266
361,12331451
361,13580313
361,38144479
361,7240050
361,9192058
361,13511330
362,35713667
362,20783330
362,20782940
362,20782411
362,20429544
363,39194720
364,3795018
364,3795115
364,4269787
365,16921101
365,22932895
365,33537778
365,3964278
366,3965604
366,22135255
366,31481399
367,35570802
367,34884490
368,29004118
369,19718244
370,16496639
371,24072400
372,33330117
373,2385763
373,2437087
373,25390281
373,26131939
374,23371432
375,22769027
376,23183184
377,22715349
378,37601258
379,16212752
379,36332790
379,24867120
380,16349352
381,19853455
381,3152419
381,27625221
381,22467073
381,25603766
382,13474903
382,38767397
382,19374187
382,21084923
382,21091942
382,39914273
383,3138696
383,3140936
383,7099867
384,35574833
384,35242827
384,20384147
385,28711507
385,14704978
386,25971343
386,25542046
386,18316509
386,23587725
386,38511262
386,5398549
386,18341887
386,18505885
386,18341884
386,17118996
386,24567519
386,17009824
386,17988860
386,13085524
386,12041609
386,23309520
386,27071086
386,24753670
386,24305658
386,23331890
386,35370489
386,2994003
386,20115631
386,20728007
386,23309444
386,31172346
386,33180052
386,40751996
386,13380841
387,29610633
388,17007165
389,36800631
389,6038670
389,32397751
390,24568234
390,26552442
390,26550937
390,26223344
390,33703009
390,33702533
390,33651079
390,33650377
390,33650376
390,24571752
390,24570652
390,24569699
390,23194627
390,20589496
390,26552857
390,34897568
390,33803888
390,32894948
390,28208801
390,26766178
390,26553167
391,18663923
391,26951388
391,27258677
391,27260942
391,27348289
391,27862781
391,19030687
391,11869402
392,20551428
393,26298025
393,11509665
394,13825138
395,28223719
395,26689300
396,28299351
396,34882298
397,23554167
397,38519958
398,13306097
399,16109822
400,34862953
400,13293912
401,6290278
402,24177429
403,12584881
404,20928084
405,29939120
405,41550972
405,36371081
405,14120928
406,35025806
406,5611448
406,5883344
406,20868397
406,20906641
406,23013170
407,12773184
407,41146720
407,26827275
407,34244143
408,4066198
409,24274908
410,30419637
410,31301738
411,13093290
412,21048390
412,16438576
412,30821512
413,23560380
413,19107582
413,16334452
414,6449646
415,40652867
415,25053121
415,19582795
416,12002579
416,3748795
416,8774969
417,24871227
418,19668551
419,12459756
419,13489315
419,13168132
419,13167862
419,13166703
420,1745355
421,22661387
421,18975826
421,21078376
421,33373019
422,28910026
422,28910406
422,28910918
422,28910991
422,28911111
422,29022234
423,33909889
423,33909750
423,28094022
423,28130753
423,28133188
423,28143779
423,28358251
423,33848499
423,33848826
423,33466049
423,31831659
424,18981303
425,27135344
425,38427128
425,32631196
426,14482133
426,1190287
427,35627176
427,36478078
427,29052421
427,27327881
427,27108321
427,27061345
427,11732278
427,7356416
428,8111430
428,2198042
428,24904580
428,23305292
428,16891996
428,6907847
428,4398897
429,3379202
430,3438111
431,19955819
431,26591343
431,22481109
432,7832444
433,11492863
433,11492847
434,18236172
434,9710017
435,21390446
436,17828367
436,29926463
436,36129052
437,18347706
437,18347626
437,18347279
437,18347196
437,18346190
437,18345382
437,22184533
437,22184039
437,22183673
437,17096560
437,17096373
437,17096617
437,18344000
438,33608141
438,23771301
438,25377644
439,14736413
439,14734470
439,14498848
439,14493601
439,14487803
440,5046686
441,22858023
442,1148064
443,3110724
443,4451346
443,5636882
443,10324504
443,12355801
443,2917966
443,13064362
443,14535920
443,19128271
443,22482117
443,23758010
443,28951724
443,35461771
443,40484158
443,3051898
443,34704547
443,23141124
443,34079100
443,34560040
443,36657209
444,17689519
445,17208509
446,6007430
446,15600733
446,15147506
446,229846
446,125848
446,19083397
446,23241842
446,31370937
446,31371209
446,31371487
446,1549906
446,35725165
446,28539750
446,12833120
446,24004667
446,11876714
446,15091836
446,31114150
446,27809095
446,31115205
446,21879456
446,19898600
446,35544702
446,22123863
446,27120946
446,12228964
447,25998688
447,10714278
447,7359856
447,5835671
447,22256368
447,22251571
447,22178572
448,32229363
448,6916728
449,34536451
450,22243697
450,22255268
450,22254770
450,25157161
451,16512001
451,36672885
451,13934108
451,11775921
451,2514197
452,14939928
452,14962028
453,25044932
454,28026578
454,27982282
454,16215086
454,28270704
454,29608881
454,25945644
455,22630901
456,26222260
457,9507746
457,18432422
458,18107144
459,25348410
459,21195903
459,20880984
460,23933967
460,14599118
460,30367508
460,5923107
460,16643171
460,26514552
460,30387966
460,30873437
460,4015475
460,30522370
460,30770735
460,22843841
460,3376720
460,3137482
460,3121788
460,29120488
460,28383954
460,31916296
460,29561295
460,18355475
460,7864774
460,33343404
460,4800197
460,29561544
460,31928489
460,40088991
460,29562262
460,29562004
460,29561778
461,36505891
461,20614114
461,28457569
461,29484830
461,30548925
461,39263831
461,28465047
461,23681889
461,24741514
461,3185218
461,6296080
461,9103618
462,27551456
463,24866845
463,24613884
463,34473472
463,19588567
463,18195136
463,619755
463,1492637
463,31851425
463,83700
463,6542993
463,32063315
463,32013639
463,33924612
463,11504233
463,36062026
463,17711163
463,38896216
463,6974235
463,25978606
464,14441468
465,36787339
465,37777726
465,14151463
465,32890484
465,28632102
465,10893070
465,23042283
465,35329583
466,24851160
466,23184190
467,19898619
467,32539994
467,4941276
467,12015201
467,12020500
467,16565981
467,16567069
467,16720263
467,19669685
467,21006511
467,21006541
467,40086136
467,40086468
467,40075923
467,34719696
467,2650419
467,11372304
467,11414196
467,19096568
467,12756679
467,12758124
467,12947938
467,12948623
467,13236855
467,15610481
467,12393329
467,12394219
467,13245390
467,30061635
467,30494773
467,40076688
467,40075380
467,29845564
467,4572128
467,17879338
467,26760524
467,3071513
467,41047252
468,38563093
469,40005166
470,35232256
470,35229855
470,32843775
470,31460914
471,39990500
472,35447019
473,33524364
474,33854736
475,41469084
476,36683641
477,36202431
478,38035600
478,36517153
478,36108075
479,31799214
479,29915
479,12784345
479,2998105
480,39784631
480,26241479
480,20006034
480,18961489
480,18804422
480,15728300
480,17614481
480,17878055
480,32545155
480,34768493
480,34997381
480,37592367
480,32167542
480,20857955
480,23690149
480,24724197
480,56906
480,26677156
480,32128543
480,30361223
480,33940103
480,27726380
480,21324737
480,25477208
480,11719253
480,12054941
480,12055303
480,12055403
480,17630644
480,27794195
480,35140436
480,39654527
480,1048426
481,31890517
482,39362506
483,9815347
483,23764103
483,18827163
483,19903458
483,22549635
483,23255104
483,28958456
483,36070967
483,38200376
483,38200432
483,39929149
483,39725808
483,39811004
483,38874978
483,472183
484,21210475
484,6145750
484,23274037
484,32063086
484,27201262
484,37488653
484,32063721
484,38567855
484,40939385
485,24889249
486,7319708
486,34379234
486,22207128
486,3888396
487,40780938
488,32152105
488,1760518
488,3548968
488,22052514
489,13860837
489,14123348
489,15203443
489,25279217
489,24149841
489,25453127
489,14499131
489,172455
489,3221455
489,349459
489,17681534
489,20188333
490,3900550
490,3900617
490,4383508
490,4383552
490,8856931
490,27283660
490,34539835
490,34540956
491,964003
492,36478700
492,36478164
492,36477229
492,31687475
492,24918163
492,24917477
492,24767873
492,24766724
493,21039522
493,28826739
493,26717537
493,18944784
493,33641096
493,11394534
493,12987434
494,34145439
494,19645624
494,19529921
495,1453045
496,16904103
497,21416460
498,27161633
498,33419940
498,33392875
498,33241301
499,11161042
499,41375492
499,19399434
499,21456860
499,10397682
499,7993731
499,18897085
499,29612880
499,20241573
500,25229159
500,25776771
