municLabel,parishLabel,lon,lat
Castelo de Paiva,Pedorido,-8.378888888,41.04611111
Guimarães,Caldelas,-8.35,41.48333333
Guimarães,Caldelas,-8.34436,41.49122
Guimarães,São Faustino,-8.27682,41.39045
Trofa,Muro,-8.598333333,41.2975
Trofa,Muro,-8.58987,41.29574
Figueira da Foz,Maiorca,-8.75,40.16666667
Amadora,Buraca,-9.209444444,38.74222222
Vila Nova de Famalicão,Portela,-8.4452,41.46276
Vila Nova de Famalicão,Portela,-8.441944444,41.46611111
Figueira da Foz,Vila Verde,-8.80591,40.13734
Figueira da Foz,Vila Verde,-8.805555555,40.14361111
Vila do Conde,Fornelo,-8.64587,41.33587
Vila do Conde,Fornelo,-8.645833333,41.33666667
Barcelos,Fornelos,-8.675833333,41.51527778
Fafe,Fornelos,-8.175555555,41.46805556
Fafe,Fornelos,-8.17424,41.46705
Aguiar da Beira,Forninhos,-7.554166666,40.70472222
Salvaterra de Magos,Foros de Salvaterra,-8.732777777,39.00361111
Póvoa de Santa Iria e Forte da Casa,Forte da Casa,-9.05216,38.87391
Braga,Fradelos,-8.47528,41.50839
Póvoa de Lanhoso,Frades,-8.249444444,41.60972222
Barcelos,Fragoso,-8.703888888,41.61472222
Bragança,Quintanilha,-6.57,41.75111111
Mogadouro,Urrós,-6.466944444,41.34361111
Valença,São Pedro da Torre,-8.667222222,41.99027778
Póvoa de Lanhoso,Serzedelo,-8.222222222,41.61888889
Póvoa de Lanhoso,Serzedelo,-8.21566,41.61535
Aguiar da Beira,Pinheiro,-7.598333333,40.80083333
Braga,Merelim São Paio,-8.468888888,41.58527778
Braga,Merelim São Paio,-8.46697,41.58745
Ferreiros e Gondizalves,Gondizalves,-8.457777777,41.54333333
Ferreiros e Gondizalves,Gondizalves,-8.45533,41.54257
Bragança,França,-6.739444444,41.90111111
Torrados e Sousa,Sousa,-8.24792,41.34842
Torrados e Sousa,Sousa,-8.245,41.35
Vila Velha de Ródão,Fratel,-7.76467,39.62766
Vila Velha de Ródão,Fratel,-7.744722222,39.62833333
Alenquer,Meca,-9.025555555,39.08972222
Frazão Arreigada,Frazão,-8.40554,41.26294
Frazão Arreigada,Frazão,-8.416666666,41.26666667
Mirandela,Frechas,-7.164444444,41.41138889
Vila Nova de Foz Côa,Mós,-7.19717,41.11306
Torres Vedras,Freiria,-9.320555555,39.02305556
Torres Vedras,Freiria,-9.31995,39.02739
Vila Verde,Freiriz,-8.50666,41.64327
Vila Verde,Freiriz,-8.506388888,41.65361111
Penacova,Lorvão,-8.31683,40.25938
Marco de Canaveses,Freixo,-8.144722222,41.16
Vila Nova de Foz Côa,Freixo de Numão,-7.216666666,41.06666667
Barcelos,Oliveira,-8.543888888,41.58388889
Abrantes,Rio de Moinhos (Abrantes),-8.240833333,39.47722222
"Soeira, Fresulfe e Mofreita",Fresulfe,-6.917777777,41.88972222
"Soeira, Fresulfe e Mofreita",Fresulfe,-6.92031,41.89735
Póvoa de Lanhoso,Friande,-8.278611111,41.64638889
Felgueiras,Friande,-8.17721,41.3674
Ponte de Lima,Friastelas,-8.575,41.67388889
Vila Nova de Gaia,Seixezelo,-8.551111111,41.03277778
Vila Nova de Gaia,Seixezelo,-8.5524,41.0332
Esperança e Brunhais,Esperança (Póvoa de Lanhoso),-8.165833333,41.58444444
Penafiel,Urrô,-8.33763,41.18983
Seide,Seide,-8.464444444,41.39555556
Seide,Seide,-8.46396,41.39852
Vila Velha de Ródão,Perais,-7.576944444,39.66722222
Santa Maria Maior,Socorro,-9.134444444,38.71666667
Trancoso (São Pedro e Santa Maria) e Souto Maior,São Pedro,-7.343333333,40.78805556
Soure,Vinha da Rainha,-8.727777777,40.06305556
Soure,Vinha da Rainha,-8.71656,40.05575
Penacova,Friúmes,-8.22846,40.27455
Trancoso,Guilheiro,-7.409722222,40.89805556
Braga,Frossos,-8.451944444,41.56666667
Rio Maior,Fráguas,-8.855,39.37694444
Marco de Canaveses,Várzea do Douro,-8.26938,41.07809
Marco de Canaveses,Várzea do Douro,-8.258611111,41.07138889
Alcácer do Sal,São Martinho,-8.52279,38.48009
Alcácer do Sal,São Martinho,-8.506388888,38.48583333
Braga,Priscos,-8.474444444,41.49527778
"Santa Maria, São Pedro e Sobral da Lagoa",Santa Maria,-9.17224,39.36991
Pinhel,Santa Eufémia,-7.180833333,40.79833333
Fânzeres e São Pedro da Cova,Fânzeres,-8.533333333,41.16666667
Sabugal,Fóios,-6.8925,40.28666667
Póvoa de Lanhoso,Verim,-8.30836,41.63375
Soure,Samuel,-8.72029,40.08633
Soure,Samuel,-8.705,40.09611111
Braga,Tebosa,-8.48635,41.48351
Braga,Tebosa,-8.483333333,41.48305556
Moimenta e Montouto,Moimenta,-6.97527,41.95126
Moimenta e Montouto,Moimenta,-6.974444444,41.95055556
Abrantes (São Vicente e São João) e Alferrarede,São Vicente,-8.201666666,39.48027778
Vila do Conde,Touguinha,-8.716388888,41.37305556
Vila do Conde,Touguinha,-8.71782,41.37478
Póvoa de Lanhoso,Galegos,-8.289444444,41.56055556
Póvoa de Lanhoso,Galegos,-8.28163,41.56398
Candemil e Gondar,Gondar,-8.68333,41.91398
Candemil e Gondar,Gondar,-8.676388888,41.91472222
União das Freguesias de Gamil e Midões,Gamil,-8.591111111,41.51694444
Gandra e Taião,Gandra,-8.616388888,42.00555556
Valença,Ganfei,-8.615,42.04055556
Santarém,Gançaria,-8.883055555,39.40166667
Santarém,Gançaria,-8.87995,39.4028
Póvoa de Lanhoso,Garfe,-8.243,41.53412
Póvoa de Lanhoso,Garfe,-8.236111111,41.53916667
Pombal,Vila Cã,-8.56294,39.86771
Vila Nova de Famalicão,Gavião,-8.50692,41.42465
Vila Nova de Famalicão,Gavião,-8.514166666,41.42777778
Seia,Lapa Dos Dinheiros,-7.709444444,40.37888889
"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Santo Ildefonso,-8.6071,41.15316
Vila Verde,Gême,-8.42944,41.66418
Sardoal,Santiago de Montalegre,-8.165,39.59333333
Sardoal,Santiago de Montalegre,-8.1641,39.59473
Miranda do Douro,Genísio,-6.380555555,41.54694444
Miranda do Douro,Genísio,-6.3816,41.56609
Odemira,Sabóia,-8.53011,37.46272
Odemira,Sabóia,-8.483333333,37.48333333
Palmela,Pinhal Novo,-8.913611111,38.62972222
Caldas de Vizela (São Miguel e São João),São João de Caldas de Vizela,-8.3135,41.36608
Caldas de Vizela (São Miguel e São João),São João de Caldas de Vizela,-8.313611111,41.37138889
Cuba,Vila Ruiva,-7.933333333,38.23333333
Cuba,Vila Ruiva,-7.93251,38.2553
Seia,Paranhos,-7.782277777,40.47741667
Mação,Cardigos,-8.019166666,39.69472222
Mação,Cardigos,-8.00605,39.70034
Ponte de Lima,Gaifar,-8.558333333,41.64888889
Penafiel,Milhundos,-8.264444444,41.20277778
Sintra,Algueirão–Mem Martins,-9.345108333,38.79411389
Vieira do Minho,Soutelo,-8.195,41.60416667
Vieira do Minho,Soutelo,-8.18988,41.60488
Sertã,Cabeçudo,-8.14144,39.82868
"União das Freguesias de Milhazes, Vilar de Figos e Faria",Milhazes,-8.66469,41.49009
Misericórdia,Mercês,-9.148888888,38.71611111
Carrazeda de Ansiães,Amedo,-7.324444444,41.25861111
Amedo e Zedes,Zedes,-7.300833333,41.28083333
Penafiel,Cabeça Santa,-8.28084,41.13526
Vila Verde,Azões,-8.50099,41.69946
Vila Verde,Azões,-8.496666666,41.695
Foz do Sousa e Covelo,Foz do Sousa,-8.502222222,41.09638889
Foz do Sousa e Covelo,Foz do Sousa,-8.49639,41.09998
Izeda,Paradinha Nova,-6.666944444,41.61222222
Ourém,Fátima,-8.665895555,39.62552583
Cascais e Estoril,Estoril,-9.39773,38.70571
Loivos e Póvoa de Agrações,Loivos,-7.510277777,41.62583333
Loivos e Póvoa de Agrações,Loivos,-7.50858,41.63175
Chaves,Santo Estêvão (Chaves),-7.420555555,41.76444444
Chaves,Santa Leocádia,-7.460555555,41.61777778
"Vidago, Arcossó, Selhariz e Vilarinho das Paranheiras",Selhariz,-7.54318,41.64092
"Vidago, Arcossó, Selhariz e Vilarinho das Paranheiras",Selhariz,-7.535555555,41.635
Chaves,São Pedro de Agostém,-7.496666666,41.68833333
Chaves,Vilela Seca,-7.470555555,41.82583333
"Eiras, São Julião de Montenegro e Cela",Eiras,-7.434166666,41.73333333
"Eiras, São Julião de Montenegro e Cela",Eiras,-7.42125,41.72904
Chaves,Sanfins,-7.25,41.79472222
Chaves,Sanfins,-7.22719,41.79124
Chaves,Paradela,-7.338333333,41.80611111
Loivos e Póvoa de Agrações,Póvoa de Agrações,-7.505,41.59944444
Vilar e Viveiro,São Salvador de Viveiro,-7.776666666,41.67333333
Planalto de Monforte (Oucidres e Bobadela),Oucidres,-7.339444444,41.74138889
Soutelo e Seara Velha,Seara Velha,-7.56,41.76583333
Chaves,Redondelo,-7.57,41.70611111
Chaves,Santo António de Monforte,-7.386111111,41.79944444
Soutelo e Seara Velha,Soutelo,-7.534444444,41.75611111
Calvão e Soutelinho da Raia,Soutelinho da Raia,-7.574722222,41.82861111
Chaves,Tronco,-7.295,41.77722222
Santa Cruz/Trindade e Sanjurge,Sanjurge,-7.504444444,41.77583333
"Vidago, Arcossó, Selhariz e Vilarinho das Paranheiras",Vidago,-7.573,41.64
Chaves,Nogueira da Montanha,-7.4325,41.66194444
"Vidago, Arcossó, Selhariz e Vilarinho das Paranheiras",Vilarinho das Paranheiras,-7.566111111,41.66027778
"Vidago, Arcossó, Selhariz e Vilarinho das Paranheiras",Vilarinho das Paranheiras,-7.5662,41.66637
Chaves,Vilela do Tâmega,-7.545277777,41.68416667
Chaves,Vila Verde da Raia,-7.424444444,41.79055556
Chaves,Vilarelho da Raia,-7.451111111,41.8425
Chaves,Faiões,-7.42671,41.74949
Chaves,Faiões,-7.423888888,41.75416667
Chaves,Moreiras,-7.476944444,41.64027778
Chaves,Lama de Arcos,-7.38738,41.82561
Chaves,Lama de Arcos,-7.385555555,41.8325
Chaves,Anelhe,-7.580277777,41.67694444
Chaves,Anelhe,-7.58074,41.68656
"Vidago, Arcossó, Selhariz e Vilarinho das Paranheiras",Arcossó,-7.6,41.64944444
Chaves,Águas Frias,-7.35625,41.76367
Madalena e Samaiões,Madalena,-7.4625,41.73527778
Madalena e Samaiões,Madalena,-7.45501,41.73583
Chaves,Oura,-7.567222222,41.61805556
Travancas e Roriz,Travancas,-7.306111111,41.82888889
"Eiras, São Julião de Montenegro e Cela",Cela,-7.42543,41.71137
"Eiras, São Julião de Montenegro e Cela",Cela,-7.419722222,41.71638889
Boticas,Pinho,-7.633333333,41.66166667
Chaves,Vilar de Nantes,-7.44695,41.71038
Vilar e Viveiro,Vilar,-7.738055555,41.66777778
Travancas e Roriz,Roriz,-7.265555555,41.82055556
Chaves,Santa Maria Maior,-7.476161111,41.74173889
Santa Cruz/Trindade e Sanjurge,Santa Cruz/Trindade,-7.46826,41.76166
"Eiras, São Julião de Montenegro e Cela",São Julião de Montenegro,-7.38677,41.70633
"Eiras, São Julião de Montenegro e Cela",São Julião de Montenegro,-7.392222222,41.71555556
Boticas,Sapiãos,-7.638888888,41.71
Madalena e Samaiões,Samaiões,-7.466944444,41.70055556
Madalena e Samaiões,Samaiões,-7.46762,41.70399
Chaves,Outeiro Seco,-7.448333333,41.77527778
Chaves,Vilas Boas,-7.523611111,41.65166667
Chaves,São Vicente,-7.262222222,41.85277778
Calvão e Soutelinho da Raia,Calvão,-7.544166666,41.78944444
Planalto de Monforte (Oucidres e Bobadela),Bobadela,-7.315,41.76055556
Chaves,Vale de Anta,-7.503888888,41.74166667
Chaves,Ervededo,-7.514444444,41.81416667
Chaves,Cimo de Vila da Castanheira,-7.258611111,41.79638889
Chaves,Curalha,-7.5175,41.71722222
Chaves,Curalha,-7.51935,41.71896
Chaves,Mairos,-7.336388888,41.82555556
Chaves,Mairos,-7.34417,41.82645
Vilar de Perdizes e Meixide,Vilar de Perdizes,-7.634722222,41.85638889
Vilar de Perdizes e Meixide,Vilar de Perdizes,-7.62055,41.85079
Viade de Baixo e Fervidelas,Fervidelas,-7.899444444,41.75472222
Montalegre,Vila da Ponte,-7.895833333,41.71972222
Freixo de Espada à Cinta e Mazouco,Mazouco,-6.785555555,41.14805556
Fundão,Alcaria,-7.519166666,40.19972222
Benavente,Santo Estêvão,-8.744722222,38.85972222
"Alpendorada, Várzea e Torrão",Alpendurada e Matos,-8.24855,41.08608889
"Alpendorada, Várzea e Torrão",Alpendurada e Matos,-8.24902,41.08822
Penafiel,Rio de Moinhos,-8.26472,41.11641
Fundão,Escarigo,-7.29,40.24888889
Covilhã,Dominguizo,-7.516666666,40.2
Covilhã,Dominguizo,-7.5236,40.20948
Almeirim,Raposa,-8.579722222,39.10972222
Cartaxo,Lapa,-8.875,39.16666667
Entroncamento,Nossa Senhora de Fátima,-8.47825,39.46797
Entroncamento,Nossa Senhora de Fátima,-8.475277777,39.47583333
Montemor-o-Velho,Pereira,-8.57021,40.16868
Montemor-o-Velho,Pereira,-8.581111111,40.1875
Vila Seca e Bem da Fé,Vila Seca,-8.4246,40.10055
Vila Seca e Bem da Fé,Vila Seca,-8.412222222,40.09833333
Ferreira do Zêzere,Paio Mendes,-8.29566,39.74107
Ferreira do Zêzere,Paio Mendes,-8.286944444,39.74305556
Coruche,Erra,-8.43915,39.021
Coruche,Erra,-8.428611111,39.02888889
Oliveira do Hospital,Lagares da Beira,-7.833333333,40.4
Penela,Penela,-8.38949,40.01761
Penela,Penela,-8.378888888,40.00388889
Miranda do Corvo,Vila Nova,-8.315833333,40.05527778
Mação,Ortiga,-8.021111111,39.485
"Manique do Intendente, Vila Nova de São Pedro e Maçussa",Vila Nova de São Pedro,-8.84777,39.20952
"Manique do Intendente, Vila Nova de São Pedro e Maçussa",Vila Nova de São Pedro,-8.845,39.21222222
"Manique do Intendente, Vila Nova de São Pedro e Maçussa",Vila Nova de São Pedro,-8.84037,39.2198
Mação,Carvoeiro,-7.923055555,39.62444444
Freixo de Espada à Cinta,Ligares,-6.94363,41.06765
Freixo de Espada à Cinta,Ligares,-6.965277777,41.08666667
Bragança,Milhão,-6.627777777,41.77722222
Mira,Seixo,-8.73058,40.47743
Mira,Seixo,-8.723611111,40.46138889
Peniche,São Pedro,-9.40143,39.35927
Figueira de Castelo Rodrigo,Cinco Vilas,-6.966666666,40.78333333
Carrazeda de Ansiães,Seixo de Ansiães,-7.265277777,41.19
Penalva de Alva e São Sebastião da Feira,Penalva de Alva,-7.83556,40.33277
Penalva de Alva e São Sebastião da Feira,Penalva de Alva,-7.8275,40.33583333
Entroncamento,São João Baptista,-8.47338,39.45447
Entroncamento,São João Baptista,-8.478333333,39.45666667
Armamar,Queimada,-7.739444444,41.09833333
Braga,São Victor,-8.409722222,41.55527778
Braga,São Victor,-8.40781,41.557
Sabugal,Lajeosa,-6.816833333,40.33925
Oleiros,Isna,-7.860277777,39.8425
Vila Nova de Poiares,São Miguel de Poiares,-8.225833333,40.21944444
Carnaxide e Queijas,Carnaxide,-9.241666666,38.72666667
Bragança,Gimonde,-6.698333333,41.80138889
Bragança,Gimonde,-6.69329,41.80785
Grândola,Carvalhal,-8.751944444,38.30833333
Grândola,Carvalhal,-8.79388,38.36971
Lagos,Luz,-8.74033,37.08964
Lagos,Luz,-8.728833,37.0860676
Oeiras,Linda-a-Velha,-9.2422,38.71446
"Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães",Burgães,-8.453333333,41.34972222
Vila Real,Vila Marim,-7.779444444,41.30527778
Penafiel,Canelas,-8.598888888,41.08111111
Crato,Gáfete,-7.682777777,39.41166667
Luzim e Vila Cova,Luzim,-8.246388888,41.15111111
Luzim e Vila Cova,Luzim,-8.24796,41.15419
São João da Pesqueira,Vale de Figueira,-7.333333333,41.13333333
Penalva do Castelo,Vila Cova do Covelo,-7.602222222,40.67027778
Arca e Ponte de Lima,Ponte de Lima,-8.58764,41.76528
"Nogueira, Meixedo e Vilar de Murteda",Nogueira,-8.733611111,41.74019444
Vieira do Minho,Cova,-8.167222222,41.66888889
Vieira do Minho,Cova,-8.16713,41.6703
Terras de Bouro,Moimenta,-8.30125,41.7193
Terras de Bouro,Moimenta,-8.298333333,41.71944444
Fafe,Serafão,-8.20112,41.53164
Fafe,Serafão,-8.1975,41.53083333
Maia,Folgosa,-8.545277777,41.26916667
Cepães e Fareja,Fareja,-8.225555555,41.41527778
"Leitões, Oleiros e Figueiredo",Figueiredo,-8.38265,41.47088
Fafe,Passos,-8.20201,41.47957
Fafe,Passos,-8.194722222,41.48138889
Fafe,Pedraído,-8.123055555,41.51166667
Fafe,Pedraído,-8.11376,41.50634
Espinho,Paramos,-8.641666666,40.97555556
Espinho,Paramos,-8.63191,40.97475
Guimarães,Serzedo,-8.23025,41.4023
Guimarães,Serzedo,-8.241111111,41.40666667
Guimarães,Gondar,-8.370277777,41.41555556
Guimarães,Gondar,-8.36864,41.41989
Maia,Gemunde,-8.63505,41.26892
Guimarães,Briteiros,-8.325555555,41.52277778
Guimarães,São Jorge de Selho,-8.358944444,41.43444444
Serzedo e Calvos,Calvos,-8.24519,41.40433
Guimarães,Sande (São Martinho),-8.36507,41.49392
Guimarães,Sande (São Martinho),-8.352222222,41.4925
Guimarães,Prazins,-8.30658,41.48341
Guimarães,Prazins,-8.304166666,41.48805556
Maia,Gueifães,-8.6052,41.21525
Esposende,Gandra,-8.759722222,41.52305556
Guimarães,Ronfe,-8.391944444,41.43583333
Guimarães,Ronfe,-8.38533,41.4367
Guimarães,Fermentões,-8.3148,41.45597
Vila Nova de Famalicão,Ruivães,-8.444722222,41.39805556
Vila Nova de Famalicão,Ruivães,-8.4382,41.39924
Guimarães,Vermil,-8.392777777,41.44638889
Guimarães,Vermil,-8.39034,41.45024
Guimarães,Aldão,-8.27191,41.46342
Guimarães,Aldão,-8.274166666,41.46638889
Guimarães,Santa Leocádia de Briteiros,-8.339166666,41.52861111
Vila Nova de Famalicão,Ribeirão,-8.559722222,41.35722222
Vila Nova de Famalicão,Ribeirão,-8.56012,41.36165
Vila Nova de Famalicão,Louro,-8.54,41.43611111
Guimarães,Ponte,-8.331944444,41.465
Guimarães,Ponte,-8.33593,41.46952
Guimarães,Costa,-8.281111111,41.43361111
Guimarães,Costa,-8.27364,41.43787
Maia,Gondim,-8.602777777,41.25916667
Maia,Gondim,-8.60164,41.25842
Amarante,Fregim,-8.107333333,41.26447222
Sobrado e Bairros,Sobrado,-8.276944444,41.04444444
Sobrado e Bairros,Sobrado,-8.26803,41.04455
Teixeira e Teixeiró,Teixeira,-7.924222222,41.19211111
Baião,Loivos do Monte,-7.9725,41.19472222
Amarante,Fridão,-8.027777777,41.31444444
"Amarante (São Gonçalo), Madalena, Cepelos e Gatão",Q1023237,-8.087222222,41.27194444
Baião,Viariz,-7.963055555,41.17138889
Amarante,Madalena,-8.07114,41.26738
Amarante,Madalena,-8.06753,41.26991
"Refojos de Basto, Outeiro e Painzela",Refojos de Basto,-7.99012,41.5097
"Refojos de Basto, Outeiro e Painzela",Refojos de Basto,-8.018888888,41.55861111
Cabeceiras de Basto,Cavez,-7.883333333,41.53333333
Celorico de Basto,Arnoia,-8.015833333,41.36722222
Cabeceiras de Basto,Gondiães,-7.843888888,41.59416667
Amarante,Vila Caiz,-8.1382,41.23208
"Vila Garcia, Aboim e Chapa",Vila Garcia,-8.07804,41.31443
Baião,Tresouras,-7.91853,41.15249
Maia,Nogueira,-8.58461,41.23403
Castelo de Paiva,São Martinho de Sardoura,-8.29,41.06833333
Castelo de Paiva,São Martinho de Sardoura,-8.28373,41.05449
Vila Meã,Real,-8.16853,41.24705
Amarante,Telões,-8.10445,41.31178
Baião (Santa Leocádia) e Mesquinhata,Mesquinhata,-8.10192,41.12954
Baião,Frende,-7.926111111,41.12527778
Amarante,Salvador do Monte,-8.09075,41.23863889
Castelo de Paiva,Santa Maria de Sardoura,-8.3027,41.05341
Amarante,Jazente,-8.058333333,41.23944444
Cabeceiras de Basto,Vilar de Cunhas,-7.854444444,41.5625
Freixo de Cima e de Baixo,Freixo de Baixo,-8.11723,41.29396
Santa Cruz do Douro e São Tomé de Covelas,Santa Cruz do Douro,-8.00079,41.1174
Amarante,Travanca,-8.18946,41.27476
Amarante,Carneiro,-7.969166666,41.21361111
Maia,Vila Nova da Telha,-8.67603,41.24828
Cabeceiras de Basto,Pedraça,-7.94897,41.49937
Baião,Campelo,-8.0375,41.16694444
Baião,Campelo,-8.03141,41.16533
Baião,Grilo,-8.080833333,41.14
Cabeceiras de Basto,Passos,-8.051111111,41.48944444
Cabeceiras de Basto,Passos,-8.04653,41.48931
Maia,São Pedro Fins,-8.55039,41.2461
Maia,São Pedro Fins,-8.552222222,41.24833333
Campelo e Ovil,Ovil,-8.01563,41.18258
Campelo e Ovil,Ovil,-8.013888888,41.18166667
Baião,Valadares,-7.983888888,41.14333333
Baião,Valadares,-7.98561,41.14634
Castelo de Paiva,Paraíso,-8.333611111,40.99305556
Castelo de Paiva,Paraíso,-8.32437,41.00579
Cabeceiras de Basto,Painzela,-8.0266,41.52625
Amarante,Cepelos,-8.07932,41.25964
Guarda,Pousada,-7.126111111,40.54722222
Manteigas,Santa Maria,-7.52895,40.4222
Manteigas,Santa Maria,-7.521388888,40.42388889
Parada de Ester e Ester,Parada de Ester,-8.059166666,40.93166667
Parada do Bispo e Valdigem,Valdigem,-7.765277777,41.12944444
Armamar,São Romão,-7.70852,41.08903
Lamego,Bigorne,-7.885555555,41.00861111
Lamego,Figueira (Lamego),-7.760833333,41.10305556
Cinfães,São Cristóvão de Nogueira,-8.128944444,41.07327778
Castro Daire,Gafanhão,-8.028611111,40.89055556
Lamego,Ferreiros de Avões,-7.81777,41.11654
Castro Daire,Cujó,-7.846388888,40.93916667
Cinfães,Gralheira,-7.97,41.00527778
Carregal do Sal,Sobral de Papízios,-8.026111111,40.45916667
Parada do Bispo e Valdigem,Parada do Bispo,-7.743611111,41.13194444
Lamego (Almacave e Sé),Almacave,-7.80823,41.10213
Carregal do Sal,Beijós,-7.9575,40.50916667
Castro Daire,Almofala,-7.7925,40.95444444
Cinfães,Nespereira,-8.160833333,41.00277778
Castro Daire,Moura Morta,-7.911944444,40.95194444
Cinfães,Tendais,-8.045277777,41.01583333
Almeida,Mesquitela,-6.965833333,40.57777778
Celorico da Beira,Mesquitela,-7.489444444,40.58805556
Celorico da Beira,Salgueirais,-7.425,40.57
Celorico da Beira,Salgueirais,-7.42247,40.57445
Almeida,Junça,-6.885555555,40.68138889
Almeida,Junça,-6.88397,40.68262
Celorico da Beira,Casas do Soeiro,-7.406388888,40.61888889
Celorico da Beira,Cortiçô da Serra,-7.435,40.59333333
Celorico da Beira,Cortiçô da Serra,-7.43426,40.60124
Celorico da Beira,Prados,-7.39188,40.55425
Celorico da Beira,Prados,-7.376666666,40.56138889
Almeida,Ade,-7.00033,40.55256
Almeida,Ade,-6.993333333,40.55805556
Gouveia,Vila Nova de Tazem,-7.703055555,40.5025
Guarda,Casal de Cinza,-7.164166666,40.54416667
Guarda,Alvendre,-7.258333333,40.585
Guarda,Alvendre,-7.25885,40.58546
Guarda,Gagos,-7.114722222,40.58388889
Guarda,Carvalhal Meão,-7.12246,40.43911
Guarda,Carvalhal Meão,-7.126388888,40.44444444
Corujeira e Trinta,Corujeira,-7.339444444,40.50777778
Corujeira e Trinta,Corujeira,-7.32803,40.50609
"Juncais, Vila Ruiva e Vila Soeiro do Chão",Juncais,-7.5075,40.60944444
Guarda,Aldeia do Bispo,-7.27403,40.49157
Gouveia,Freixo da Serra,-7.49943,40.52851
Gouveia,Freixo da Serra,-7.502777777,40.53027778
Guarda,Meios,-7.359166666,40.49361111
Gouveia,Figueiró da Serra,-7.48375,40.53139
Gouveia,Figueiró da Serra,-7.488888888,40.54055556
Guarda,Cavadoude,-7.286666666,40.58472222
Vilar de Besteiros e Mosteiro de Fráguas,Vilar de Besteiros,-8.083888888,40.57833333
Vilar de Besteiros e Mosteiro de Fráguas,Mosteiro de Fráguas,-8.064444444,40.58
Vila Nova de Paiva,Touro,-7.744444444,40.89444444
Vila Nova de Paiva,Touro,-7.73954,40.90689
Vouzela,Figueiredo das Donas,-8.045277777,40.73222222
Caparrosa e Silvares,Caparrosa,-8.090555555,40.625
Vila Nova de Paiva,Vila Cova à Coelheira,-7.801666666,40.87638889
Vila Nova de Paiva,Queiriga,-7.746944444,40.79888889
Vila Nova de Paiva,Queiriga,-7.73918,40.80435
Tondela,Ferreirós do Dão,-8.036388888,40.46722222
Tondela,Canas de Santa Maria,-8.03749,40.54683
Barreiro de Besteiros e Tourigo,Barreiro de Besteiros,-8.182222222,40.51166667
Tondela,Parada de Gonta,-7.997222222,40.58166667
Tondela,Vila Nova da Rainha,-8.081111111,40.4725
Tondela,Castelões,-8.155833333,40.54944444
Tondela,Castelões,-8.14598,40.54077
Vouzela,Fornelo do Monte,-8.103055555,40.64305556
Vouzela,Fornelo do Monte,-8.10262,40.65571
São Miguel do Outeiro e Sabugosa,Sabugosa,-8.028611111,40.5725
Vouzela,Campia,-8.218333333,40.67305556
Vouzela,Queirã,-8.05589,40.68868
Vouzela,Queirã,-8.052222222,40.68972222
Tondela,Silvares,-8.131111111,40.62388889
São Miguel do Outeiro e Sabugosa,São Miguel do Outeiro,-8.026944444,40.58833333
Tondela,Tourigo,-8.188888888,40.49277778
Vouzela,Carvalhal de Vermilhas,-8.154444444,40.655
Vouzela,Carvalhal de Vermilhas,-8.14452,40.65237
Tondela,Mouraz,-8.070555555,40.47722222
Vouzela,Ventosa,-8.09635,40.69338
Belinho e Mar,Mar,-8.78736,41.57491
Covilhã,Aldeia do Souto,-7.39366,40.36366
Covilhã,Aldeia do Souto,-7.398055555,40.36694444
Condeixa-a-Nova,Furadouro,-8.497222222,40.06916667
Albergaria-a-Velha,Ribeira de Fráguas,-8.444444444,40.73972222
Castêlo da Maia,São Pedro de Avioso,-8.61634,41.27942
Cambra e Carvalhal de Vermilhas,Cambra,-8.16011,40.67511
Cambra e Carvalhal de Vermilhas,Cambra,-8.155277777,40.68583333
Vendas Novas,Landeira,-8.633333333,38.58333333
Vendas Novas,Landeira,-8.60416,38.594
"Custóias, Leça do Balio e Guifões",Leça do Balio,-8.63182,41.21236
Vouzela,Alcofra,-8.182522222,40.62230556
Arcos de Valdevez,Rio de Moinhos,-8.45552,41.88698
Arcos de Valdevez,Rio de Moinhos,-8.449166666,41.88944444
Arcos de Valdevez (São Paio) e Giela,Giela,-8.412777777,41.85361111
Arcos de Valdevez,Monte Redondo,-8.45487,41.83469
Arcos de Valdevez,Parada,-8.43568,41.85512
Arcos de Valdevez,Parada,-8.433333333,41.85833333
Maia,Santa Maria de Avioso,-8.59859,41.26966
Arcos de Valdevez,Gavieira,-8.252777777,41.95694444
Arcos de Valdevez,Padreiro,-8.4875,41.82694444
Albergaria-a-Velha e Valmaior,Valmaior,-8.458333333,40.70277778
Albergaria-a-Velha e Valmaior,Valmaior,-8.44641,40.6995
Arcos de Valdevez,Portela,-8.453611111,41.94666667
Albergaria-a-Velha,São João de Loure,-8.53851,40.63158
Albergaria-a-Velha,São João de Loure,-8.537777777,40.63472222
"União das Freguesias de Chorente, Góios, Courel, Pedra Furada e Gueral",Courel,-8.648611111,41.45388889
Sintra,São Marcos,-9.295555555,38.75222222
Sintra,São Marcos,-9.29731,38.75624
Arcos de Valdevez,Senharei,-8.481666666,41.88861111
Caminha,Cristelo,-8.846388888,41.85666667
Arcos de Valdevez,Prozelo,-8.43654,41.86533
São João de Loure e Frossos,Frossos,-8.544722222,40.6625
São João de Loure e Frossos,Frossos,-8.53684,40.65948
